portfolio_id,desk_id,office_id,pf_category,start_date, sold ,country_code,euribor_rate,currency,libor_rate, bought ,creation_date,indicator_code,sell_date,type,hedge_value,status,return_p, absolute_return ,period_of_holding,start-create,start-sell,create-sell,returnf, return , abret/bought , diff_ret ,gain,interest_rate,principal_amount
PF00002334,DSK00002245,OFF00001001,A,5/15/2008,"361,262,000",T,0.04386,USD,2.75716,"360,903,903",5/15/2008,no_in_code,5/27/2008,A,no_hedge_value,no_status,5%,"358,096.87",12,0,12,12,5%,0.05358,0.000992222,0.052587778,341566671.9,94.642,702470574.9
PF00002331,DSK00002243,OFF00001001,A,5/15/2008,"629,310,000",T,0.04386,USD,2.75716,"626,971,570",5/15/2008,no_in_code,6/17/2008,A,no_hedge_value,no_status,6%,"2,338,429.80",33,0,33,33,6%,0.05556,0.003729722,0.051830278,592137029.6,94.444,1219108600
PF00002336,DSK00002246,OFF00001001,A,5/15/2008,"44,165,000",T,0.04386,USD,2.75716,"44,006,869",5/15/2008,no_in_code,6/16/2008,A,no_hedge_value,no_status,6%,"158,131.35",32,0,32,32,6%,0.05544,0.003593333,0.051846667,41567128.18,94.456,85573997.18
PF00002339,DSK00002249,OFF00001001,A,5/16/2008,"266,849,000",T,0.04386,USD,2.75716,"266,717,419",5/16/2008,no_in_code,5/23/2008,A,no_hedge_value,no_status,5%,"131,580.59",7,0,7,7,5%,0.05328,0.000493333,0.052786667,252506714.9,94.672,519224133.9
PF00002338,DSK00002248,OFF00001001,A,5/15/2008,"304,502,000",T,0.04386,USD,2.75716,"303,564,996",5/15/2008,no_in_code,6/12/2008,A,no_hedge_value,no_status,6%,"937,003.95",28,0,28,28,6%,0.05556,0.003086667,0.052473333,286698924.8,94.444,590263920.8
PF00002340,DSK00002250,OFF00001001,A,5/19/2008,"170,489,000",T,0.04386,USD,2.75716,"169,748,331",5/19/2008,no_in_code,6/24/2008,A,no_hedge_value,no_status,6%,"740,668.55",36,0,36,36,6%,0.05544,0.004363333,0.051076667,160337483.5,94.456,330085814.5
PF00002341,DSK00002251,OFF00001001,A,5/19/2008,"674,674,000",T,0.04386,USD,2.75716,"671,828,805",5/19/2008,no_in_code,6/23/2008,A,no_hedge_value,no_status,6%,"2,845,194.99",35,0,35,35,6%,0.05544,0.004235,0.051205,634582616.1,94.456,1306411421
PF00002343,DSK00002253,OFF00001001,A,5/21/2008,"19,327,000",T,0.04386,USD,2.75716,"19,260,263",5/21/2008,no_in_code,6/19/2008,A,no_hedge_value,no_status,6%,"66,736.81",29,0,29,29,6%,0.05544,0.003465,0.051975,18192474.02,94.456,37452737.02
PF00002346,DSK00002256,OFF00001001,A,5/23/2008,"406,516,000",T,0.04386,USD,2.75716,"406,049,044",5/23/2008,no_in_code,6/5/2008,A,no_hedge_value,no_status,6%,"466,956.40",13,0,13,13,6%,0.0552,0.00115,0.05405,383635136.8,94.48,789684180.8
PF00002347,DSK00002257,OFF00001001,A,5/28/2008,"232,628,000",T,0.04386,USD,2.75716,"231,706,196",5/28/2008,no_in_code,6/30/2008,A,no_hedge_value,no_status,6%,"921,804.48",33,0,33,33,6%,0.05544,0.003978333,0.051461667,218860404.5,94.456,450566600.5
PF00002348,DSK00002258,OFF00001001,A,5/28/2008,"23,584,000",T,0.04386,USD,2.75716,"23,499,558",5/28/2008,no_in_code,6/27/2008,A,no_hedge_value,no_status,6%,"84,441.75",30,0,30,30,6%,0.05544,0.003593334,0.051846666,22196742.5,94.456,45696300.5
PF00002351,DSK00002261,OFF00001001,A,6/3/2008,"276,155,000",T,0.04464,USD,3.417560952,"275,006,086",6/3/2008,no_in_code,7/7/2008,A,no_hedge_value,no_status,6%,"1,148,914.31",34,0,34,34,6%,0.0564,0.004177778,0.052222222,259495742.7,94.36,534501828.7
PF00002353,DSK00002263,OFF00001001,A,6/4/2008,"33,000,000",N,0.04464,GBP,6.379137143,"32,836,018",6/4/2008,no_in_code,7/7/2008,C,no_hedge_value,no_status,7%,"163,982.17",33,0,33,33,7%,0.07056,0.004993972,0.065566028,30519108.57,92.944,63355126.57
PF00002354,DSK00002263,OFF00001001,A,6/4/2008,"248,347,000",T,0.04464,USD,3.417560952,"247,343,815",6/4/2008,no_in_code,7/7/2008,A,no_hedge_value,no_status,6%,"1,003,185.29",33,0,33,33,6%,0.05652,0.004055833,0.052464167,233363942.6,94.348,480707757.6
PF00002356,DSK00002265,OFF00001001,A,6/5/2008,"194,601,000",T,0.04464,USD,3.417560952,"193,866,998",6/5/2008,no_in_code,7/8/2008,A,no_hedge_value,no_status,6%,"734,002.00",33,0,33,33,6%,0.0564,0.003786111,0.052613889,182932899.3,94.36,376799897.3
PF00002357,DSK00002266,OFF00001001,A,6/5/2008,"333,773,000",T,0.04464,USD,3.417560952,"332,895,266",6/5/2008,no_in_code,6/30/2008,A,no_hedge_value,no_status,5%,"877,733.85",25,0,25,25,5%,0.05424,0.002636667,0.051603333,314839026.8,94.576,647734292.8
PF00002358,DSK00002267,OFF00001001,A,6/6/2008,"61,116,000",T,0.04464,USD,3.417560952,"61,002,383",6/6/2008,no_in_code,6/25/2008,A,no_hedge_value,no_status,5%,"113,616.94",19,0,19,19,5%,0.05364,0.0018625,0.0517775,57730215.18,94.636,118732598.2
PF00002359,DSK00002268,OFF00001001,A,6/9/2008,"115,940,000",T,0.04464,USD,3.417560952,"115,500,840",6/9/2008,no_in_code,7/10/2008,A,no_hedge_value,no_status,6%,"439,159.86",31,0,31,31,6%,0.05664,0.003802222,0.052837778,108958872.4,94.336,224459712.4
PF00002360,DSK00002269,OFF00001001,A,6/10/2008,"21,659,000",T,0.04464,USD,3.417560952,"21,579,778",6/10/2008,no_in_code,7/10/2008,A,no_hedge_value,no_status,6%,"79,221.76",30,0,30,30,6%,0.05664,0.003671111,0.052968889,20357499.37,94.336,41937277.37
PF00002362,DSK00002271,OFF00001001,A,6/11/2008,"80,245,000",T,0.04464,USD,3.417560952,"79,951,489",6/11/2008,no_in_code,7/11/2008,A,no_hedge_value,no_status,6%,"293,510.80",30,0,30,30,6%,0.05664,0.003671111,0.052968889,75423036.66,94.336,155374525.7
PF00002363,DSK00002272,OFF00001001,A,6/12/2008,"271,315,000",T,0.04464,USD,3.417560952,"271,083,600",6/12/2008,no_in_code,6/20/2008,A,no_hedge_value,no_status,5%,"231,399.97",8,0,8,8,5%,0.05268,0.000853611,0.051826389,256802916,94.732,527886516
PF00002364,DSK00002273,OFF00001001,A,6/12/2008,"121,044,000",T,0.04464,USD,3.417560952,"120,585,507",6/12/2008,no_in_code,7/15/2008,A,no_hedge_value,no_status,6%,"458,492.89",33,0,33,33,6%,0.05664,0.003802222,0.052837778,113755543.9,94.336,234341050.9
PF00002365,DSK00002274,OFF00001001,A,6/12/2008,"44,187,000",T,0.04464,USD,3.417560952,"44,008,131",6/12/2008,no_in_code,7/17/2008,A,no_hedge_value,no_status,6%,"178,868.61",35,0,35,35,6%,0.05664,0.004064445,0.052575555,41515510.46,94.336,85523641.46
PF00002366,DSK00002275,OFF00001001,A,6/12/2008,"160,127,000",T,0.04464,USD,3.417560952,"159,499,635",6/12/2008,no_in_code,7/16/2008,A,no_hedge_value,no_status,6%,"627,365.23",34,0,34,34,6%,0.05664,0.003933333,0.052706667,150465575.7,94.336,309965210.7
PF00002368,DSK00002278,OFF00001001,A,6/13/2008,"410,080,000",T,0.04464,USD,3.417560952,"409,624,293",6/13/2008,no_in_code,6/26/2008,A,no_hedge_value,no_status,5%,"455,707.03",13,0,13,13,5%,0.0534,0.0011125,0.0522875,387750355.8,94.66,797374648.8
PF00002372,DSK00002277,OFF00001001,A,6/13/2008,"461,648,000",T,0.04464,USD,3.417560952,"459,839,299",6/13/2008,no_in_code,7/17/2008,A,no_hedge_value,no_status,6%,"1,808,701.24",34,0,34,34,6%,0.05664,0.003933333,0.052706667,433794001.1,94.336,893633300.1
PF00002373,DSK00002281,OFF00001001,A,6/16/2008,"235,400,000",T,0.04464,USD,3.417560952,"232,312,821",6/16/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,6%,"3,087,179.26",94,0,94,94,6%,0.0624,0.013288889,0.049111111,217816501,93.76,450129322
PF00002379,DSK00002284,OFF00001001,A,6/20/2008,"234,322,000",T,0.04464,USD,3.417560952,"233,491,936",6/20/2008,no_in_code,7/21/2008,A,no_hedge_value,no_status,6%,"830,063.83",31,0,31,31,6%,0.05688,0.003555,0.053325,220210914.7,94.312,453702850.7
PF00002380,DSK00002285,OFF00001001,A,6/20/2008,"235,400,000",T,0.04464,USD,3.417560952,"234,536,255",6/20/2008,no_in_code,7/21/2008,A,no_hedge_value,no_status,6%,"863,744.91",31,0,31,31,6%,0.05682,0.003682778,0.053137222,221209905,94.318,455746160
PF00002377,DSK00002282,OFF00001001,A,6/16/2008,"88,000,000",T,0.04464,USD,3.417560952,"87,619,294",6/16/2008,no_in_code,7/21/2008,A,no_hedge_value,no_status,6%,"380,705.83",35,0,35,35,6%,0.05688,0.004345,0.052535,82635508.56,94.312,170254802.6
PF00002382,DSK00002286,OFF00001001,A,6/23/2008,"61,171,000",T,0.04464,USD,3.417560952,"61,052,203",6/23/2008,no_in_code,7/10/2008,A,no_hedge_value,no_status,6%,"118,797.41",17,0,17,17,6%,0.05604,0.001945833,0.054094167,57630837.54,94.396,118683040.5
PF00002386,DSK00002290,OFF00001001,A,6/26/2008,"279,070,000",T,0.04464,USD,3.417560952,"277,937,943",6/26/2008,no_in_code,7/31/2008,A,no_hedge_value,no_status,6%,"1,132,056.68",35,0,35,35,6%,0.05676,0.004073056,0.052686944,262162185.4,94.324,540100128.4
PF00002387,DSK00002291,OFF00001001,A,6/26/2008,"343,761,000",T,0.04464,USD,3.417560952,"343,272,219",6/26/2008,no_in_code,7/11/2008,A,no_hedge_value,no_status,6%,"488,781.50",15,0,15,15,6%,0.05592,0.001423889,0.054496111,324076436.5,94.408,667348655.5
PF00002388,DSK00002292,OFF00001001,A,6/30/2008,"58,773,000",T,0.04464,USD,3.417560952,"58,544,676",6/30/2008,no_in_code,8/1/2008,A,no_hedge_value,no_status,6%,"228,324.24",32,0,32,32,6%,0.05616,0.0039,0.05226,55256807,94.384,113801483
PF00002389,DSK00002293,OFF00001001,A,7/3/2008,"263,351,000",T,0.04448,USD,3.28271913,"263,218,806",7/3/2008,no_in_code,7/11/2008,A,no_hedge_value,no_status,5%,"132,194.33",8,0,8,8,5%,0.05424,0.000502222,0.053737778,248941818,94.576,512160624
PF00002390,DSK00002294,OFF00001001,A,7/3/2008,"276,078,000",T,0.04448,USD,3.28271913,"275,003,196",7/3/2008,no_in_code,8/6/2008,A,no_hedge_value,no_status,6%,"1,074,804.16",34,0,34,34,6%,0.05628,0.003908333,0.052371667,259526016.1,94.372,534529212.1
PF00002392,DSK00002296,OFF00001001,A,7/3/2008,"55,000,000",N,0.04448,GBP,6.274185217,"54,733,635",7/3/2008,no_in_code,8/7/2008,C,no_hedge_value,no_status,7%,"266,365.36",35,0,35,35,7%,0.06876,0.004866575,0.063893425,50970150.26,93.124,105703785.3
PF00002393,DSK00002296,OFF00001001,A,7/3/2008,"213,158,000",T,0.04448,USD,3.28271913,"212,296,959",7/3/2008,no_in_code,8/7/2008,A,no_hedge_value,no_status,6%,"861,041.08",35,0,35,35,6%,0.05652,0.004055833,0.052464167,200297934.9,94.348,412594893.9
PF00002394,DSK00002297,OFF00001001,A,7/4/2008,"194,777,000",T,0.04448,USD,3.28271913,"193,990,208",7/4/2008,no_in_code,8/8/2008,A,no_hedge_value,no_status,6%,"786,791.95",35,0,35,35,6%,0.05652,0.004055833,0.052464167,183025881.4,94.348,377016089.4
PF00002395,DSK00002298,OFF00001001,A,7/8/2008,"62,381,000",T,0.04448,USD,3.28271913,"62,259,076",7/8/2008,no_in_code,7/25/2008,A,no_hedge_value,no_status,6%,"121,924.02",17,0,17,17,6%,0.0564,0.001958333,0.054441667,58747664.11,94.36,121006740.1
PF00002396,DSK00002299,OFF00001001,A,7/8/2008,"138,886,000",T,0.04448,USD,3.28271913,"138,288,938",7/8/2008,no_in_code,8/12/2008,A,no_hedge_value,no_status,6%,"597,062.49",35,0,35,35,6%,0.05652,0.0043175,0.0522025,130472847.2,94.348,268761785.2
PF00002397,DSK00002300,OFF00001001,A,7/9/2008,"316,008,000",T,0.04448,USD,3.28271913,"314,649,501",7/9/2008,no_in_code,8/13/2008,A,no_hedge_value,no_status,6%,"1,358,499.22",35,0,35,35,6%,0.05652,0.0043175,0.0522025,296865511.2,94.348,611515012.2
PF00002399,DSK00002302,OFF00001001,A,7/9/2008,"22,000,000",T,0.04448,USD,3.28271913,"21,702,763",7/9/2008,no_in_code,10/14/2008,A,no_hedge_value,no_status,6%,"297,237.42",97,0,97,97,6%,0.06228,0.013695833,0.048584167,20351114.92,93.772,42053877.92
PF00002405,DSK00002309,OFF00001001,A,7/11/2008,"165,946,000",T,0.04448,USD,3.28271913,"165,296,522",7/11/2008,no_in_code,8/14/2008,A,no_hedge_value,no_status,6%,"649,477.59",34,0,34,34,6%,0.05658,0.003929167,0.052650833,155944044.8,94.342,321240566.8
PF00002407,DSK00002311,OFF00001001,A,7/11/2008,"121,858,000",T,0.04448,USD,3.28271913,"121,317,765",7/11/2008,no_in_code,8/18/2008,A,no_hedge_value,no_status,6%,"540,234.75",38,0,38,38,6%,0.05658,0.004453056,0.052126944,114453605.9,94.342,235771370.9
PF00002409,DSK00002312,OFF00001001,A,7/11/2008,"84,590,000",T,0.04448,USD,3.28271913,"83,502,381",7/11/2008,no_in_code,10/13/2008,A,no_hedge_value,no_status,6%,"1,087,618.52",94,0,94,94,6%,0.06252,0.013025,0.049495,78281812.14,93.748,161784193.1
PF00002410,DSK00002313,OFF00001001,A,7/11/2008,"160,193,000",T,0.04448,USD,3.28271913,"159,503,612",7/11/2008,no_in_code,8/18/2008,A,no_hedge_value,no_status,6%,"689,387.90",38,0,38,38,6%,0.05658,0.004322083,0.052257917,150478897.6,94.342,309982509.6
PF00002415,DSK00002317,OFF00001001,A,7/17/2008,"263,890,000",T,0.04448,USD,3.28271913,"263,654,176",7/17/2008,no_in_code,7/25/2008,A,no_hedge_value,no_status,6%,"235,824.01",8,0,8,8,6%,0.0552,0.000894444,0.054305556,249100465.5,94.48,512754641.5
PF00002414,DSK00002316,OFF00001002,B,7/15/2008,"36,300,000",N,0.04448,GBP,6.274185217,"36,124,544",7/15/2008,no_in_code,8/18/2008,C,no_hedge_value,no_status,7%,"175,456.41",34,0,34,34,7%,0.06648,0.004856986,0.061623014,33722984.31,93.352,69847528.31
PF00002416,DSK00002318,OFF00001001,A,7/17/2008,"374,550,000",T,0.04448,USD,3.28271913,"373,134,266",7/17/2008,no_in_code,8/19/2008,A,no_hedge_value,no_status,6%,"1,415,733.60",33,0,33,33,6%,0.05652,0.003794167,0.052725833,352044717.3,94.348,725178983.3
PF00002418,DSK00002319,OFF00001001,A,7/17/2008,"353,331,000",T,0.04448,USD,3.28271913,"351,903,737",7/17/2008,no_in_code,8/21/2008,A,no_hedge_value,no_status,6%,"1,427,262.91",35,0,35,35,6%,0.05652,0.004055833,0.052464167,332014137.8,94.348,683917874.8
PF00002419,DSK00002320,OFF00001001,A,7/17/2008,"9,647,000",T,0.04448,USD,3.28271913,"9,609,244",7/17/2008,no_in_code,8/21/2008,A,no_hedge_value,no_status,6%,"37,756.32",35,0,35,35,6%,0.05658,0.003929167,0.052650833,9065552.974,94.342,18674796.97
PF00002420,DSK00002321,OFF00001001,A,7/23/2008,"57,464,000",T,0.04448,USD,3.28271913,"57,337,150",7/23/2008,no_in_code,8/11/2008,A,no_hedge_value,no_status,6%,"126,850.48",19,0,19,19,6%,0.05622,0.002212361,0.054007639,54113655.43,94.378,111450805.4
PF00002421,DSK00002322,OFF00001001,A,7/24/2008,"266,816,000",T,0.04448,USD,3.28271913,"266,572,900",7/24/2008,no_in_code,8/1/2008,A,no_hedge_value,no_status,6%,"243,099.68",8,0,8,8,6%,0.05628,0.000911944,0.055368056,251570177.2,94.372,518143077.2
PF00002422,DSK00002323,OFF00001001,A,7/24/2008,"165,341,000",T,0.04448,USD,3.28271913,"165,148,602",7/24/2008,no_in_code,8/6/2008,A,no_hedge_value,no_status,6%,"192,398.12",13,0,13,13,6%,0.05592,0.001165,0.054755,155913492.2,94.408,321062094.2
PF00002426,DSK00002324,OFF00001001,A,7/28/2008,"19,976,000",T,0.04448,USD,3.28271913,"19,897,736",7/28/2008,no_in_code,8/29/2008,A,no_hedge_value,no_status,6%,"78,264.43",32,0,32,32,6%,0.05664,0.003933333,0.052706667,18770728.23,94.336,38668464.23
PF00002427,DSK00002325,OFF00001001,A,7/29/2008,"248,556,000",T,0.04448,USD,3.28271913,"247,612,527",7/29/2008,no_in_code,8/29/2008,A,no_hedge_value,no_status,6%,"943,472.51",31,0,31,31,6%,0.05676,0.003810278,0.052949722,233558040,94.324,481170567
PF00002425,DSK00002323,OFF00001002,B,7/24/2008,"38,500,000",N,0.04448,GBP,6.274185217,"38,449,279",7/24/2008,no_in_code,8/6/2008,C,no_hedge_value,no_status,6%,"50,721.45",13,0,13,13,6%,0.0642,0.001319178,0.062880822,35980835.29,93.58,74430114.29
PF00002428,DSK00002326,OFF00001001,A,7/30/2008,"57,629,000",T,0.04448,USD,3.28271913,"57,380,471",7/30/2008,no_in_code,9/3/2008,A,no_hedge_value,no_status,6%,"248,529.16",35,0,35,35,6%,0.0567,0.00433125,0.05236875,54126998.29,94.33,111507469.3
PF00002432,DSK00002330,OFF00001002,B,8/4/2008,"13,222,000",N,0.04483,GBP,5.789911905,"13,206,283",8/4/2008,no_in_code,8/14/2008,C,no_hedge_value,no_status,7%,"15,717.29",10,0,10,10,7%,0.06516,0.001190137,0.063969863,12345761.6,93.484,25552044.6
PF00002433,DSK00002331,OFF00001002,B,8/5/2008,"49,500,000",N,0.04483,GBP,5.789911905,"49,279,955",8/5/2008,no_in_code,9/5/2008,C,no_hedge_value,no_status,7%,"220,045.12",31,0,31,31,7%,0.06744,0.004465205,0.062974795,45956514.83,93.256,95236469.83
PF00002434,DSK00002331,OFF00001001,A,8/5/2008,"220,836,000",T,0.04483,USD,3.082235238,"219,997,747",8/5/2008,no_in_code,9/5/2008,A,no_hedge_value,no_status,6%,"838,252.53",31,0,31,31,6%,0.05676,0.003810278,0.052949722,207510674.9,94.324,427508421.9
PF00002436,DSK00002333,OFF00001001,A,8/5/2008,"162,283,000",T,0.04483,USD,3.082235238,"162,157,598",8/5/2008,no_in_code,8/13/2008,A,no_hedge_value,no_status,6%,"125,401.88",8,0,8,8,6%,0.05568,0.000773333,0.054906667,153128662.9,94.432,315286260.9
PF00002437,DSK00002334,OFF00001001,A,8/6/2008,"194,755,000",T,0.04483,USD,3.082235238,"193,973,288",8/6/2008,no_in_code,9/8/2008,A,no_hedge_value,no_status,6%,"781,712.35",33,0,33,33,6%,0.05616,0.00403,0.05213,183079748.1,94.384,377053036.1
PF00002438,DSK00002336,OFF00001001,A,8/7/2008,"64,889,000",T,0.04483,USD,3.082235238,"64,765,406",8/7/2008,no_in_code,8/26/2008,A,no_hedge_value,no_status,5%,"123,593.98",19,0,19,19,5%,0.05496,0.001908333,0.053051667,61205899.29,94.504,125971305.3
PF00002442,DSK00002340,OFF00001002,C,8/11/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,974,654",8/11/2008,no_in_code,8/19/2008,E,no_hedge_value,no_status,3%,"25,345.83",8,0,8,8,3%,0.02844,0.000461046,0.027978954,53411174.84,97.156,108385828.8
PF00002443,DSK00002341,OFF00001001,A,8/12/2008,"8,723,000",T,0.04483,USD,3.082235238,"8,709,718",8/12/2008,no_in_code,8/26/2008,A,no_hedge_value,no_status,5%,"13,282.32",14,0,14,14,5%,0.0549,0.001525,0.053375,8231554.482,94.51,16941272.48
PF00002444,DSK00002342,OFF00001002,B,8/12/2008,"13,200,000",N,0.04483,GBP,5.789911905,"13,143,089",8/12/2008,no_in_code,9/12/2008,C,no_hedge_value,no_status,7%,"56,911.37",31,0,31,31,7%,0.0654,0.004330137,0.061069863,12283530.98,93.46,25426619.98
PF00002445,DSK00002343,OFF00001002,C,8/12/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,993,156",8/12/2008,no_in_code,8/13/2008,E,no_hedge_value,no_status,3%,"6,844.44",1,0,1,1,3%,0.02688,0.000062226,0.026817774,107036540,97.312,217029696
PF00002446,DSK00002342,OFF00001001,A,8/12/2008,"64,669,000",T,0.04483,USD,3.082235238,"64,428,699",8/12/2008,no_in_code,9/12/2008,A,no_hedge_value,no_status,6%,"240,301.15",31,0,31,31,6%,0.05556,0.003729722,0.051830278,60849040.48,94.444,125277739.5
PF00002448,DSK00002345,OFF00001001,A,8/12/2008,"51,744,000",T,0.04483,USD,3.082235238,"51,731,067",8/12/2008,no_in_code,8/14/2008,A,no_hedge_value,no_status,5%,"12,932.77",2,0,2,2,5%,0.054,0.00025,0.05375,48937589.38,94.6,100668656.4
PF00002449,DSK00002346,OFF00001002,C,8/12/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,919,038",8/12/2008,no_in_code,9/2/2008,E,no_hedge_value,no_status,3%,"80,961.68",21,0,21,21,3%,0.0318,0.001474201,0.030321661,53172839.85,96.8204138,108091877.8
PF00002452,DSK00002348,OFF00001001,A,8/13/2008,"44,165,000",T,0.04483,USD,3.082235238,"44,000,712",8/13/2008,no_in_code,9/16/2008,A,no_hedge_value,no_status,6%,"164,287.66",34,0,34,34,6%,0.05562,0.00373375,0.05188625,41553392.4,94.438,85554104.4
PF00002454,DSK00002350,OFF00001001,A,8/13/2008,"126,082,000",T,0.04483,USD,3.082235238,"125,857,833",8/13/2008,no_in_code,8/27/2008,A,no_hedge_value,no_status,5%,"224,166.79",14,0,14,14,5%,0.05496,0.001781111,0.053178889,118940686.5,94.504,244798519.5
PF00002456,DSK00002353,OFF00001002,C,8/13/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,996,608",8/13/2008,no_in_code,8/14/2008,E,no_hedge_value,no_status,3%,"3,391.67",1,0,1,1,3%,0.02664,0.000061671,0.026578329,53531498.36,97.336,108528106.4
PF00002458,DSK00002354,OFF00001001,A,8/14/2008,"369,303,000",T,0.04483,USD,3.082235238,"367,882,056",8/14/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,6%,"1,420,944.44",35,0,35,35,6%,0.05562,0.0038625,0.0517575,347420456,94.438,715302512
PF00002459,DSK00002355,OFF00001002,B,8/14/2008,"11,000,000",N,0.04483,GBP,5.789911905,"10,954,370",8/14/2008,no_in_code,9/16/2008,C,no_hedge_value,no_status,7%,"45,630.20",33,0,33,33,7%,0.06516,0.004165479,0.060994521,10240583.25,93.484,21194953.25
PF00002460,DSK00002355,OFF00001001,A,8/14/2008,"262,218,000",T,0.04483,USD,3.082235238,"261,276,100",8/14/2008,no_in_code,9/16/2008,A,no_hedge_value,no_status,6%,"941,900.34",33,0,33,33,6%,0.05562,0.003605,0.052015,246743923.3,94.438,508020023.3
PF00002473,DSK00002363,OFF00001002,C,8/18/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,996,410",8/18/2008,no_in_code,8/19/2008,E,no_hedge_value,no_status,3%,"3,590.28",1,0,1,1,3%,0.0282,0.000065282,0.028134718,53445511.24,97.18,108441921.2
PF00002462,DSK00002357,OFF00001002,C,8/14/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,993,125",8/14/2008,no_in_code,8/15/2008,E,no_hedge_value,no_status,3%,"6,875.00",1,0,1,1,3%,0.027,0.000062504,0.026937496,107023310.6,97.3,217016435.6
PF00002463,DSK00002357,OFF00001002,C,8/14/2008,"22,115,500",M,0.04483,CHF,3.030655238,"22,114,118",8/14/2008,no_in_code,8/15/2008,E,no_hedge_value,no_status,3%,"1,382.22",1,0,1,1,3%,0.027,0.000062504,0.026937496,21517036.81,97.3,43631154.81
PF00002464,DSK00002358,OFF00001002,C,8/14/2008,"76,334,500",M,0.04483,CHF,3.030655238,"76,329,729",8/14/2008,no_in_code,8/15/2008,E,no_hedge_value,no_status,3%,"4,770.91",1,0,1,1,3%,0.027,0.000062504,0.026937496,74268826.32,97.3,150598555.3
PF00002465,DSK00002359,OFF00001002,C,8/14/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,993,125",8/14/2008,no_in_code,8/15/2008,E,no_hedge_value,no_status,3%,"6,875.00",1,0,1,1,3%,0.027,0.000062504,0.026937496,107023310.6,97.3,217016435.6
PF00002466,DSK00002359,OFF00001002,C,8/14/2008,"22,115,500",M,0.04483,CHF,3.030655238,"22,114,118",8/14/2008,no_in_code,8/15/2008,E,no_hedge_value,no_status,3%,"1,382.22",1,0,1,1,3%,0.027,0.000062504,0.026937496,21517036.81,97.3,43631154.81
PF00002471,DSK00002361,OFF00001001,A,8/18/2008,"165,363,000",T,0.04483,USD,3.082235238,"165,279,534",8/18/2008,no_in_code,8/22/2008,A,no_hedge_value,no_status,5%,"83,466.16",4,0,4,4,5%,0.05454,0.000505,0.054035,156265188.2,94.546,321544722.2
PF00002472,DSK00002363,OFF00001002,C,8/18/2008,"54,989,000",M,0.04483,CHF,3.030655238,"54,985,410",8/18/2008,no_in_code,8/19/2008,E,no_hedge_value,no_status,3%,"3,589.56",1,0,1,1,3%,0.0282,0.000065282,0.028134718,53434821.44,97.18,108420231.4
PF00002470,DSK00002360,OFF00001002,C,8/15/2008,"96,030,000",M,0.04483,CHF,3.030655238,"96,011,034",8/15/2008,no_in_code,8/18/2008,E,no_hedge_value,no_status,3%,"18,965.92",3,0,3,3,3%,0.02844,0.000197539,0.028242461,93280480.19,97.156,189291514.2
PF00002477,DSK00002365,OFF00001001,A,8/19/2008,"110,429,000",T,0.04483,USD,3.082235238,"110,002,739",8/19/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,6%,"426,260.62",30,0,30,30,6%,0.0558,0.003875,0.051925,103864586.2,94.42,213867325.2
PF00002478,DSK00002366,OFF00001001,A,8/19/2008,"110,418,000",T,0.04483,USD,3.082235238,"110,005,936",8/19/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,6%,"412,063.90",30,0,30,30,6%,0.0558,0.003745833,0.052054167,103867604.8,94.42,213873540.8
PF00002479,DSK00002367,OFF00001001,A,8/19/2008,"110,066,000",T,0.04483,USD,3.082235238,"110,009,895",8/19/2008,no_in_code,8/25/2008,A,no_hedge_value,no_status,6%,"56,105.05",6,0,6,6,6%,0.05508,0.00051,0.05457,103950550,94.492,213960445
PF00002481,DSK00002369,OFF00001001,A,8/19/2008,"334,730,000",T,0.04483,USD,3.082235238,"333,352,144",8/19/2008,no_in_code,9/22/2008,A,no_hedge_value,no_status,6%,"1,377,855.53",34,0,34,34,6%,0.0558,0.004133333,0.051666667,314751094.4,94.42,648103238.4
PF00002482,DSK00002369,OFF00001001,A,8/19/2008,"147,004,000",T,0.04483,USD,3.082235238,"146,398,885",8/19/2008,no_in_code,9/22/2008,A,no_hedge_value,no_status,6%,"605,115.39",34,0,34,34,6%,0.0558,0.004133333,0.051666667,138229827.2,94.42,284628712.2
PF00002483,DSK00002369,OFF00001002,B,8/19/2008,"33,000,000",N,0.04483,GBP,5.789911905,"32,843,360",8/19/2008,no_in_code,9/22/2008,C,no_hedge_value,no_status,7%,"156,640.33",34,0,34,34,7%,0.06528,0.004769315,0.060510685,30699345.46,93.472,63542705.46
PF00002484,DSK00002369,OFF00001002,B,8/19/2008,"44,000,000",N,0.04483,GBP,5.789911905,"43,791,146",8/19/2008,no_in_code,9/22/2008,C,no_hedge_value,no_status,7%,"208,853.77",34,0,34,34,7%,0.06528,0.004769315,0.060510685,40932459.99,93.472,84723605.99
