portfolio_id,desk_id
PF00004541,DSK00004103
PF00004542,DSK00004104
PF00004545,DSK00004106
PF00004547,DSK00004107
PF00004550,DSK00004110
PF00004552,DSK00004110
PF00004553,DSK00004110
PF00004556,DSK00004112
PF00004557,DSK00004113
PF00004561,DSK00004117
PF00004562,DSK00004118
PF00004563,DSK00004118
PF00004569,DSK00004122
PF00004570,DSK00004123
PF00004571,DSK00004124
PF00004572,DSK00004125
PF00004573,DSK00004126
PF00004574,DSK00004127
PF00004577,DSK00004130
PF00004578,DSK00004130
PF00004581,DSK00004130
PF00004582,DSK00004131
PF00004583,DSK00004132
PF00004586,DSK00004135
PF00004587,DSK00004136
PF00004588,DSK00004137
PF00004589,DSK00004137
PF00004591,DSK00004139
PF00004592,DSK00004140
PF00004593,DSK00004141
PF00004594,DSK00004139
PF00004595,DSK00004142
PF00004597,DSK00004144
PF00004598,DSK00004145
PF00004600,DSK00004147
PF00004615,DSK00004158
PF00004616,DSK00004159
PF00004627,DSK00004148
PF00004628,DSK00004148
PF00004607,DSK00004150
PF00004608,DSK00004151
PF00004609,DSK00004152
PF00004611,DSK00004154
PF00004613,DSK00004156
PF00004618,DSK00004160
PF00004619,DSK00004161
PF00004620,DSK00004162
PF00004622,DSK00004164
PF00004623,DSK00004165
PF00004625,DSK00004167
PF00004626,DSK00004168
PF00004634,DSK00004171
PF00004632,DSK00004169
PF00004633,DSK00004170
PF00004635,DSK00004172
PF00004639,DSK00004174
PF00004640,DSK00004175
PF00004641,DSK00004176
PF00004643,DSK00004178
PF00004644,DSK00004178
PF00004645,DSK00004178
PF00004649,DSK00004180
PF00004647,DSK00004179
PF00004648,DSK00004180
PF00004651,DSK00004181
PF00004652,DSK00004182
PF00004654,DSK00004184
PF00004655,DSK00004185
PF00004657,DSK00004187
PF00004659,DSK00004188
PF00004660,DSK00004189
PF00004661,DSK00004190
PF00004663,DSK00004190
PF00004664,DSK00004190
PF00004665,DSK00004190
PF00004668,DSK00004192
PF00004670,DSK00004194
PF00004673,DSK00004197
PF00004676,DSK00004200
PF00004677,DSK00004200
PF00004680,DSK00004202
PF00004681,DSK00004203
PF00004682,DSK00004203
PF00004683,DSK00004204
PF00004684,DSK00004204
PF00004685,DSK00004204
PF00004686,DSK00004205
PF00004688,DSK00004205
PF00004689,DSK00004206
PF00004692,DSK00004209
PF00004693,DSK00004209
PF00004694,DSK00004210
PF00004695,DSK00004210
PF00004696,DSK00004211
PF00004697,DSK00004212
PF00004698,DSK00004213
PF00004699,DSK00004214
PF00004700,DSK00004215
PF00004701,DSK00004216
PF00004702,DSK00004217
PF00004703,DSK00004218
PF00004704,DSK00004219
PF00004705,DSK00004220
PF00004706,DSK00004221
PF00004708,DSK00004223
PF00004709,DSK00004224
PF00004711,DSK00004227
PF00004712,DSK00004227
PF00004713,DSK00004228
PF00004715,DSK00004229
PF00004716,DSK00004229
PF00004717,DSK00004230
PF00004718,DSK00004230
PF00004719,DSK00004230
PF00004720,DSK00004231
PF00004721,DSK00004232
PF00004722,DSK00004233
PF00004723,DSK00004234
PF00004724,DSK00004235
PF00004725,DSK00004236
PF00004728,DSK00004238
PF00004729,DSK00004239
PF00004730,DSK00004239
PF00004731,DSK00004240
PF00004732,DSK00004241
PF00004733,DSK00004242
PF00004734,DSK00004243
PF00004735,DSK00004244
PF00004736,DSK00004246
PF00004737,DSK00004247
PF00004738,DSK00004248
PF00004740,DSK00004250
PF00004741,DSK00004251
PF00004742,DSK00004251
PF00004743,DSK00004251
PF00004744,DSK00004252
PF00004745,DSK00004253
PF00004750,DSK00004258
PF00004751,DSK00004259
PF00004752,DSK00004260
PF00004756,DSK00004264
PF00004757,DSK00004265
PF00004758,DSK00004266
PF00004759,DSK00004267
PF00004761,DSK00004269
PF00004762,DSK00004270
PF00004763,DSK00004271
PF00004764,DSK00004272
PF00004766,DSK00004274
PF00004769,DSK00004277
PF00004770,DSK00004278
PF00004772,DSK00004280
PF00004773,DSK00004281
PF00004774,DSK00004282
PF00004775,DSK00004283
PF00004777,DSK00004284
PF00004778,DSK00004285
PF00004780,DSK00004287
PF00004782,DSK00004289
PF00004783,DSK00004289
PF00004784,DSK00004289
PF00004786,DSK00004291
PF00004788,DSK00004292
PF00004789,DSK00004293
PF00004793,DSK00004297
PF00004795,DSK00004299
PF00004796,DSK00004301
PF00004798,DSK00004303
PF00004799,DSK00004304
PF00004800,DSK00004304
PF00004801,DSK00004304
PF00004803,DSK00004306
PF00004804,DSK00004306
PF00004805,DSK00004306
PF00004806,DSK00004307
PF00004807,DSK00004308
PF00004808,DSK00004309
PF00004809,DSK00004310
PF00004816,DSK00004315
PF00004820,DSK00004319
PF00004821,DSK00004319
PF00004822,DSK00004320
PF00004824,DSK00004322
PF00004825,DSK00004323
PF00004829,DSK00004327
PF00004830,DSK00004328
PF00004831,DSK00004329
PF00004834,DSK00004332
PF00004835,DSK00004333
PF00004836,DSK00004334
PF00004839,DSK00004336
PF00004840,DSK00004337
PF00004841,DSK00004338
PF00004843,DSK00004339
PF00004844,DSK00004340
PF00004845,DSK00004340
PF00004848,DSK00004341
PF00004851,DSK00004342
PF00004853,DSK00004344
PF00004854,DSK00004345
PF00004855,DSK00004346
PF00004856,DSK00004347
PF00004858,DSK00004349
PF00004859,DSK00004350
PF00004860,DSK00004351
PF00004862,DSK00004353
PF00004864,DSK00004355
PF00004867,DSK00004358
PF00004868,DSK00004359
PF00004869,DSK00004360
PF00004872,DSK00004363
PF00004873,DSK00004364
PF00004874,DSK00004365
PF00004875,DSK00004366
PF00004876,DSK00004366
PF00004877,DSK00004366
PF00004878,DSK00004367
PF00004880,DSK00004369
PF00004881,DSK00004370
PF00004882,DSK00004371
PF00004884,DSK00004373
PF00004887,DSK00004376
PF00004888,DSK00004376
PF00004889,DSK00004377
PF00004891,DSK00004378
PF00004892,DSK00004379
PF00004893,DSK00004379
PF00004895,DSK00004380
PF00004896,DSK00004381
PF00004897,DSK00004382
PF00004898,DSK00004382
PF00004900,DSK00004384
PF00004901,DSK00004385
PF00004903,DSK00004387
PF00004904,DSK00004388
PF00004905,DSK00004389
PF00004916,DSK00004398
PF00004908,DSK00004392
PF00004910,DSK00004393
PF00004911,DSK00004393
PF00004912,DSK00004394
PF00004913,DSK00004395
PF00004914,DSK00004396
PF00004915,DSK00004397
PF00004917,DSK00004399
PF00004918,DSK00004400
PF00004919,DSK00004400
PF00004920,DSK00004402
PF00004921,DSK00004403
PF00004922,DSK00004404
PF00004923,DSK00004404
PF00004924,DSK00004405
PF00004928,DSK00004409
PF00004929,DSK00004409
PF00004931,DSK00004409
PF00004932,DSK00004410
PF00004933,DSK00004410
PF00004934,DSK00004410
PF00004935,DSK00004411
PF00004936,DSK00004412
PF00004938,DSK00004411
PF00004939,DSK00004411
PF00004943,DSK00004414
PF00004944,DSK00004414
PF00004945,DSK00004410
PF00004946,DSK00004410
PF00004947,DSK00004410
PF00004948,DSK00004410
PF00004949,DSK00004409
PF00004950,DSK00004415
PF00004955,DSK00004415
PF00004956,DSK00004417
PF00004958,DSK00004418
PF00004959,DSK00004419
PF00004961,DSK00004420
PF00004962,DSK00004420
PF00004964,DSK00004421
PF00004965,DSK00004421
PF00004966,DSK00004421
PF00004967,DSK00004422
PF00004969,DSK00004419
PF00004972,DSK00004423
PF00004973,DSK00004420
PF00004974,DSK00004420
PF00004975,DSK00004424
PF00004977,DSK00004426
PF00004981,DSK00004430
PF00004982,DSK00004430
PF00004984,DSK00004431
PF00004986,DSK00004432
PF00004987,DSK00004433
PF00004989,DSK00004434
PF00004991,DSK00004436
PF00004995,DSK00004437
PF00004996,DSK00004438
PF00004997,DSK00004438
PF00004999,DSK00004439
PF00005000,DSK00004440
PF00005001,DSK00004436
PF00005002,DSK00004441
PF00005005,DSK00004442
PF00005006,DSK00004443
PF00005007,DSK00004443
PF00005009,DSK00004444
PF00005010,DSK00004445
PF00005011,DSK00004445
PF00005014,DSK00004446
PF00005016,DSK00004447
PF00005017,DSK00004448
PF00005024,DSK00004448
PF00005025,DSK00004449
PF00005026,DSK00004447
PF00005027,DSK00004447
PF00005028,DSK00004450
PF00005029,DSK00004451
PF00005030,DSK00004452
PF00005032,DSK00004452
PF00005033,DSK00004453
PF00005035,DSK00004455
PF00005036,DSK00004456
PF00005037,DSK00004457
PF00005038,DSK00004459
PF00005039,DSK00004458
PF00005041,DSK00004461
PF00005043,DSK00004461
PF00005048,DSK00004462
PF00005051,DSK00004465
PF00005053,DSK00004467
PF00005054,DSK00004467
PF00005057,DSK00004468
PF00005058,DSK00004469
PF00005068,DSK00004474
PF00005060,DSK00004470
PF00005062,DSK00004470
PF00005063,DSK00004470
PF00005065,DSK00004471
PF00005067,DSK00004473
PF00005071,DSK00004477
PF00005073,DSK00004477
PF00005074,DSK00004477
PF00005075,DSK00004478
PF00005076,DSK00004479
PF00005077,DSK00004480
PF00005078,DSK00004480
PF00005080,DSK00004481
PF00005081,DSK00004482
PF00005082,DSK00004482
PF00005083,DSK00004482
PF00005084,DSK00004483
PF00005087,DSK00004485
PF00005089,DSK00004486
PF00005090,DSK00004486
PF00005091,DSK00004451
PF00005097,DSK00004489
PF00005098,DSK00004490
PF00005095,DSK00004487
PF00005096,DSK00004488
PF00005100,DSK00004491
PF00005101,DSK00004492
PF00005104,DSK00004493
PF00005105,DSK00004494
PF00005106,DSK00004494
PF00005108,DSK00004495
PF00005110,DSK00004496
PF00005111,DSK00004497
PF00005112,DSK00004497
PF00005113,DSK00004499
PF00005116,DSK00004501
PF00005118,DSK00004501
PF00005120,DSK00004503
PF00005121,DSK00004504
PF00005126,DSK00004508
PF00005128,DSK00004509
PF00005131,DSK00004510
PF00005132,DSK00004511
PF00005133,DSK00004511
PF00005134,DSK00004512
PF00005137,DSK00004514
PF00005139,DSK00004515
PF00005140,DSK00004516
PF00005144,DSK00004520
PF00005145,DSK00004521
PF00005146,DSK00004461
PF00005147,DSK00004461
PF00005148,DSK00004522
PF00005149,DSK00004523
PF00005151,DSK00004523
PF00005152,DSK00004523
PF00005154,DSK00004524
PF00005156,DSK00004525
PF00005157,DSK00004525
PF00005162,DSK00004527
PF00005163,DSK00004528
PF00005164,DSK00004529
PF00005167,DSK00004530
PF00005170,DSK00004532
PF00005171,DSK00004532
PF00005172,DSK00004532
PF00005174,DSK00004533
PF00005176,DSK00004534
PF00005178,DSK00004534
PF00005179,DSK00004534
PF00005183,DSK00004536
PF00005184,DSK00004536
PF00005186,DSK00004542
PF00005189,DSK00004543
PF00005190,DSK00004544
PF00005192,DSK00004546
PF00005197,DSK00004543
PF00005198,DSK00004552
PF00005199,DSK00004552
PF00005202,DSK00004553
PF00005204,DSK00004553
PF00005206,DSK00004554
PF00005207,DSK00004555
PF00005209,DSK00004555
PF00005210,DSK00004555
PF00005224,DSK00004560
PF00005216,DSK00004557
PF00005217,DSK00004557
PF00005218,DSK00004556
PF00005219,DSK00004556
PF00005220,DSK00004556
PF00005222,DSK00004558
PF00005226,DSK00004561
PF00005233,DSK00004565
PF00005234,DSK00004566
PF00005237,DSK00004567
PF00005238,DSK00004568
PF00005239,DSK00004568
PF00005240,DSK00004560
PF00005241,DSK00004563
PF00005242,DSK00004561
PF00005243,DSK00004569
PF00005244,DSK00004570
PF00005245,DSK00004571
PF00005246,DSK00004572
PF00005248,DSK00004574
PF00005249,DSK00004561
PF00005250,DSK00004569
PF00005251,DSK00004562
PF00005252,DSK00004575
PF00005253,DSK00004575
PF00005254,DSK00004572
PF00005256,DSK00004572
PF00005257,DSK00004573
PF00005259,DSK00004576
PF00005260,DSK00004577
PF00005261,DSK00004578
PF00005263,DSK00004578
PF00005264,DSK00004579
PF00005265,DSK00004580
PF00005272,DSK00004581
PF00005269,DSK00004578
PF00005271,DSK00004578
PF00005291,DSK00004590
PF00005279,DSK00004583
PF00005280,DSK00004583
PF00005282,DSK00004585
PF00005283,DSK00004583
PF00005287,DSK00004588
PF00005306,DSK00004595
PF00005292,DSK00004590
PF00005301,DSK00004593
PF00005302,DSK00004593
PF00005303,DSK00004593
PF00005304,DSK00004593
PF00005305,DSK00004594
PF00005307,DSK00004596
PF00005308,DSK00004583
PF00005309,DSK00004597
PF00005311,DSK00004597
PF00005314,DSK00004598
PF00005315,DSK00004585
PF00005316,DSK00004599
PF00005318,DSK00004600
PF00005319,DSK00004600
PF00005320,DSK00004600
PF00005345,DSK00004610
PF00005346,DSK00004611
PF00005352,DSK00004613
PF00005328,DSK00004596
PF00005329,DSK00004596
PF00005330,DSK00004594
PF00005331,DSK00004594
PF00005332,DSK00004604
PF00005333,DSK00004605
PF00005334,DSK00004605
PF00005335,DSK00004605
PF00005340,DSK00004609
PF00005341,DSK00004609
PF00005343,DSK00004610
PF00005348,DSK00004611
PF00005349,DSK00004611
PF00005350,DSK00004612
PF00005351,DSK00004613
PF00005353,DSK00004613
PF00005355,DSK00004614
PF00005356,DSK00004615
PF00005357,DSK00004615
PF00005359,DSK00004616
PF00005360,DSK00004617
PF00005361,DSK00004618
PF00005362,DSK00004618
PF00005363,DSK00004618
PF00005365,DSK00004619
PF00005367,DSK00004621
PF00005368,DSK00004621
PF00005380,DSK00004626
PF00005371,DSK00004620
PF00005372,DSK00004620
PF00005373,DSK00004623
PF00005375,DSK00004623
PF00005376,DSK00004620
PF00005377,DSK00004620
PF00005379,DSK00004625
PF00005382,DSK00004627
PF00005386,DSK00004630
PF00005387,DSK00004631
PF00005388,DSK00004632
PF00005390,DSK00004633
PF00005392,DSK00004633
PF00005393,DSK00004633
PF00005395,DSK00004634
PF00005396,DSK00004634
PF00005397,DSK00004635
PF00005398,DSK00004630
PF00005399,DSK00004630
PF00005400,DSK00004629
PF00005401,DSK00004636
PF00005402,DSK00004636
PF00005403,DSK00004637
PF00005404,DSK00004637
PF00005405,DSK00004638
PF00005406,DSK00004639
PF00005407,DSK00004639
PF00005408,DSK00004639
PF00005409,DSK00004640
PF00005410,DSK00004638
PF00005412,DSK00004642
PF00005422,DSK00004646
PF00005423,DSK00004646
PF00005424,DSK00004647
PF00005425,DSK00004648
PF00005418,DSK00004644
PF00005420,DSK00004644
PF00005421,DSK00004645
PF00005426,DSK00004645
PF00005427,DSK00004647
PF00005429,DSK00004650
PF00005430,DSK00004651
PF00005431,DSK00004652
PF00005432,DSK00004651
PF00005435,DSK00004653
PF00005436,DSK00004654
PF00005437,DSK00004654
PF00005438,DSK00004655
PF00005441,DSK00004656
PF00005442,DSK00004657
PF00005445,DSK00004658
PF00005446,DSK00004653
PF00005447,DSK00004653
PF00005449,DSK00004660
PF00005450,DSK00004660
PF00005453,DSK00004661
PF00005454,DSK00004662
PF00005455,DSK00004660
PF00005457,DSK00004663
PF00005460,DSK00004664
PF00005462,DSK00004665
PF00005463,DSK00004665
PF00005465,DSK00004660
PF00005466,DSK00004660
PF00005467,DSK00004660
PF00005472,DSK00004669
PF00005473,DSK00004670
PF00005475,DSK00004673
PF00005476,DSK00004674
PF00005477,DSK00004675
PF00005479,DSK00004677
PF00005482,DSK00004679
PF00005483,DSK00004679
PF00005484,DSK00004675
PF00005486,DSK00004680
PF00005489,DSK00004676
PF00005490,DSK00004681
PF00005491,DSK00004682
PF00005492,DSK00004682
PF00005493,DSK00004683
PF00005499,DSK00004689
PF00005500,DSK00004689
PF00005501,DSK00004689
PF00005503,DSK00004688
PF00005507,DSK00004690
PF00005508,DSK00004691
PF00005509,DSK00004692
PF00005510,DSK00004693
PF00005511,DSK00004693
PF00005513,DSK00004695
PF00005515,DSK00004695
PF00005516,DSK00004696
PF00005518,DSK00004697
PF00005519,DSK00004698
PF00005520,DSK00004699
PF00005521,DSK00004699
PF00005523,DSK00004699
PF00005526,DSK00004700
PF00005527,DSK00004700
PF00005528,DSK00004701
PF00005529,DSK00004701
PF00005530,DSK00004702
PF00005531,DSK00004702
PF00005532,DSK00004703
PF00005535,DSK00004704
PF00005536,DSK00004704
PF00005539,DSK00004707
PF00005540,DSK00004708
PF00005541,DSK00004709
PF00005544,DSK00004710
PF00005551,DSK00004714
PF00005552,DSK00004714
PF00005553,DSK00004714
PF00005554,DSK00004714
PF00005556,DSK00004716
PF00005557,DSK00004717
PF00005558,DSK00004718
PF00005559,DSK00004718
PF00005560,DSK00004718
PF00005561,DSK00004719
PF00005563,DSK00004720
PF00005564,DSK00004721
PF00005565,DSK00004721
PF00005566,DSK00004722
PF00005567,DSK00004722
PF00005568,DSK00004722
PF00005571,DSK00004718
PF00005572,DSK00004718
PF00005573,DSK00004724
PF00005574,DSK00004724
PF00005575,DSK00004725
PF00005576,DSK00004726
PF00005578,DSK00004727
PF00005579,DSK00004728
PF00005580,DSK00004728
PF00005582,DSK00004729
PF00005583,DSK00004729
PF00005584,DSK00004730
PF00005586,DSK00004731
PF00005587,DSK00004731
PF00005589,DSK00004733
PF00005590,DSK00004733
PF00005591,DSK00004734
PF00005592,DSK00004735
PF00005595,DSK00004730
PF00005596,DSK00004730
PF00005597,DSK00004737
PF00005598,DSK00004737
PF00005600,DSK00004737
PF00005601,DSK00004738
PF00005602,DSK00004738
PF00005603,DSK00004739
PF00005604,DSK00004740
PF00005606,DSK00004742
PF00005608,DSK00004742
PF00005610,DSK00004743
PF00005611,DSK00004744
PF00005612,DSK00004745
PF00005613,DSK00004745
PF00005614,DSK00004746
PF00005615,DSK00004747
PF00005616,DSK00004745
PF00005617,DSK00004745
PF00005618,DSK00004748
PF00005619,DSK00004749
PF00005620,DSK00004749
PF00005621,DSK00004750
PF00005622,DSK00004751
PF00005625,DSK00004754
PF00005628,DSK00004756
PF00005630,DSK00004758
PF00005631,DSK00004759
PF00005632,DSK00004760
PF00005633,DSK00004760
PF00005634,DSK00004760
PF00005635,DSK00004761
PF00005636,DSK00004759
PF00005637,DSK00004762
PF00005638,DSK00004762
PF00005639,DSK00004762
PF00005641,DSK00004762
PF00005646,DSK00004765
PF00005647,DSK00004766
PF00005649,DSK00004770
PF00005653,DSK00004771
PF00005654,DSK00004772
PF00005655,DSK00004773
PF00005656,DSK00004773
PF00005657,DSK00004773
PF00005659,DSK00004772
PF00005660,DSK00004772
PF00005661,DSK00004775
PF00005662,DSK00004776
PF00005664,DSK00004777
PF00005665,DSK00004777
PF00005666,DSK00004777
PF00005669,DSK00004779
PF00005670,DSK00004780
PF00005671,DSK00004778
PF00005672,DSK00004781
PF00005675,DSK00004784
PF00005676,DSK00004784
PF00005677,DSK00004784
PF00005678,DSK00004785
PF00005679,DSK00004785
PF00005681,DSK00004787
PF00005682,DSK00004786
PF00005683,DSK00004788
PF00005686,DSK00004789
PF00005690,DSK00004792
PF00005688,DSK00004790
PF00005692,DSK00004793
PF00005693,DSK00004794
PF00005695,DSK00004795
PF00005696,DSK00004796
PF00005697,DSK00004791
PF00005711,DSK00004799
PF00005700,DSK00004796
PF00005701,DSK00004796
PF00005713,DSK00004800
PF00005714,DSK00004801
PF00005705,DSK00004797
PF00005709,DSK00004798
PF00005716,DSK00004802
PF00005717,DSK00004802
PF00005718,DSK00004802
PF00005719,DSK00004802
PF00005720,DSK00004804
PF00005721,DSK00004804
PF00005722,DSK00004804
PF00005723,DSK00004805
PF00005724,DSK00004806
PF00005725,DSK00004807
PF00005727,DSK00004807
PF00005728,DSK00004808
PF00005729,DSK00004809
PF00005731,DSK00004810
PF00005733,DSK00004811
PF00005734,DSK00004812
PF00005735,DSK00004812
PF00005736,DSK00004812
PF00005738,DSK00004814
PF00005739,DSK00004811
PF00005740,DSK00004815
PF00005742,DSK00004811
PF00005743,DSK00004816
PF00005744,DSK00004816
PF00005745,DSK00004816
PF00005746,DSK00004817
PF00005749,DSK00004817
PF00005774,DSK00004828
PF00005754,DSK00004821
PF00005755,DSK00004821
PF00005756,DSK00004821
PF00005758,DSK00004822
PF00005760,DSK00004822
PF00005762,DSK00004823
PF00005763,DSK00004824
PF00005764,DSK00004825
PF00005765,DSK00004819
PF00005766,DSK00004819
PF00005767,DSK00004819
PF00005768,DSK00004819
PF00005769,DSK00004818
PF00005771,DSK00004818
PF00005772,DSK00004826
PF00005776,DSK00004828
PF00005778,DSK00004830
PF00005779,DSK00004831
PF00005781,DSK00004831
PF00005782,DSK00004832
PF00005786,DSK00004833
PF00005789,DSK00004835
PF00005790,DSK00004836
PF00005791,DSK00004836
PF00005792,DSK00004837
PF00005793,DSK00004838
PF00005794,DSK00004839
PF00005795,DSK00004840
PF00005800,DSK00004842
PF00005804,DSK00004843
PF00005805,DSK00004844
PF00005809,DSK00004847
PF00005811,DSK00004847
PF00005812,DSK00004848
PF00005813,DSK00004848
PF00005815,DSK00004849
PF00005817,DSK00004856
PF00005826,DSK00004857
PF00005827,DSK00004857
PF00005822,DSK00004843
PF00005823,DSK00004854
PF00005824,DSK00004855
PF00005825,DSK00004852
PF00005828,DSK00004857
PF00005829,DSK00004858
PF00005831,DSK00004849
PF00005833,DSK00004859
PF00005834,DSK00004860
PF00005836,DSK00004861
PF00005839,DSK00004860
PF00005840,DSK00004862
PF00005841,DSK00004863
PF00005845,DSK00004865
PF00005846,DSK00004865
PF00005847,DSK00004866
PF00005848,DSK00004866
PF00005849,DSK00004868
PF00005850,DSK00004869
PF00005851,DSK00004870
PF00005853,DSK00004871
PF00005854,DSK00004872
PF00005856,DSK00004874
PF00005857,DSK00004874
PF00005858,DSK00004874
PF00005859,DSK00004875
PF00005860,DSK00004870
PF00005861,DSK00004876
PF00005862,DSK00004875
PF00005863,DSK00004878
PF00005864,DSK00004879
PF00005865,DSK00004879
PF00005870,DSK00004884
PF00005872,DSK00004886
PF00005873,DSK00004886
PF00005879,DSK00004894
PF00005875,DSK00004888
PF00005877,DSK00004889
PF00005878,DSK00004890
PF00005881,DSK00004896
PF00005883,DSK00004896
PF00005884,DSK00004897
PF00005886,DSK00004901
PF00005888,DSK00004901
PF00005889,DSK00004901
PF00005890,DSK00004902
PF00005891,DSK00004902
PF00005893,DSK00004903
PF00005894,DSK00004904
PF00005895,DSK00004903
PF00005896,DSK00004903
PF00005897,DSK00004904
PF00005898,DSK00004905
PF00005900,DSK00004906
PF00005901,DSK00004906
PF00005902,DSK00004906
PF00005908,DSK00004915
PF00005909,DSK00004916
PF00005910,DSK00004917
PF00005913,DSK00004920
PF00005914,DSK00004920
PF00005915,DSK00004921
PF00005917,DSK00004922
PF00005918,DSK00004923
PF00005919,DSK00004923
PF00005920,DSK00004923
PF00005921,DSK00004924
PF00005922,DSK00004925
PF00005923,DSK00004925
PF00005924,DSK00004926
PF00005925,DSK00004926
PF00005927,DSK00004927
PF00005928,DSK00004927
PF00005929,DSK00004923
PF00005931,DSK00004924
PF00005932,DSK00004928
PF00005933,DSK00004929
PF00005934,DSK00004930
PF00005935,DSK00004935
PF00005937,DSK00004935
PF00005938,DSK00004936
PF00005941,DSK00004937
PF00005942,DSK00004938
PF00005943,DSK00004938
PF00005944,DSK00004938
PF00005949,DSK00004940
PF00005947,DSK00004939
PF00005952,DSK00004929
PF00005953,DSK00004941
PF00005954,DSK00004942
PF00005956,DSK00004944
PF00005957,DSK00004944
PF00005959,DSK00004946
PF00005960,DSK00004946
PF00005961,DSK00004946
PF00005962,DSK00004946
PF00005963,DSK00004947
PF00005964,DSK00004941
PF00005965,DSK00004941
PF00005967,DSK00004950
PF00005969,DSK00004952
PF00005970,DSK00004952
PF00005972,DSK00004954
PF00005973,DSK00004947
PF00005976,DSK00004957
PF00005977,DSK00004957
PF00005978,DSK00004960
PF00005980,DSK00004962
PF00005981,DSK00004963
PF00005984,DSK00004965
PF00005986,DSK00004966
PF00005989,DSK00004968
PF00005990,DSK00004969
PF00005991,DSK00004969
PF00005993,DSK00004969
PF00005994,DSK00004970
PF00005995,DSK00004970
PF00005996,DSK00004970
PF00005997,DSK00004971
PF00005998,DSK00004972
PF00006000,DSK00004974
PF00006001,DSK00004975
PF00006003,DSK00004971
PF00006004,DSK00004978
PF00006006,DSK00004980
PF00006007,DSK00004981
PF00006010,DSK00004984
PF00006028,DSK00004984
PF00006029,DSK00004984
PF00006014,DSK00004988
PF00006015,DSK00004989
PF00006018,DSK00004990
PF00006019,DSK00004986
PF00006020,DSK00004986
PF00006021,DSK00004985
PF00006022,DSK00004985
PF00006023,DSK00004993
PF00006024,DSK00004993
PF00006026,DSK00004993
PF00006033,DSK00004995
PF00006035,DSK00004996
PF00006036,DSK00004997
PF00006038,DSK00004997
PF00006045,DSK00005002
PF00006042,DSK00004999
PF00006043,DSK00005000
PF00006046,DSK00005002
PF00006047,DSK00005000
PF00006048,DSK00005003
PF00006049,DSK00005004
PF00006051,DSK00005005
PF00006052,DSK00005005
PF00006053,DSK00005005
PF00006054,DSK00005006
PF00006055,DSK00005007
PF00006059,DSK00005004
PF00006060,DSK00005010
PF00006063,DSK00005011
PF00006064,DSK00005012
PF00006066,DSK00005014
PF00006067,DSK00005019
PF00006068,DSK00005019
PF00006069,DSK00005019
PF00006072,DSK00005021
PF00006073,DSK00005021
PF00006075,DSK00005007
PF00006078,DSK00005025
PF00006079,DSK00005026
PF00006080,DSK00005027
PF00006081,DSK00005028
PF00006082,DSK00005029
PF00006083,DSK00005030
PF00006086,DSK00005033
PF00006087,DSK00005034
PF00006089,DSK00005034
PF00006090,DSK00005028
PF00006091,DSK00005028
PF00006095,DSK00005037
PF00006096,DSK00005037
PF00006099,DSK00005038
PF00006101,DSK00005040
PF00006111,DSK00005044
PF00006105,DSK00005042
PF00006108,DSK00005046
PF00006112,DSK00005044
PF00006113,DSK00005044
PF00006114,DSK00005046
PF00006115,DSK00005046
PF00006116,DSK00005047
PF00006119,DSK00005049
PF00006120,DSK00005050
PF00006121,DSK00005051
PF00006122,DSK00005052
PF00006124,DSK00005053
PF00006126,DSK00005055
PF00006127,DSK00005057
PF00006130,DSK00005058
PF00006132,DSK00005058
PF00006133,DSK00005059
PF00006134,DSK00005059
PF00006137,DSK00005060
PF00006138,DSK00005061
PF00006141,DSK00005063
PF00006142,DSK00005062
PF00006143,DSK00005064
PF00006145,DSK00005065
PF00006146,DSK00005066
PF00006149,DSK00005067
PF00006150,DSK00005067
PF00006154,DSK00005070
PF00006155,DSK00005070
PF00006156,DSK00005071
PF00006158,DSK00005072
PF00006159,DSK00005072
PF00006160,DSK00005072
PF00006163,DSK00005075
PF00006171,DSK00005078
PF00006175,DSK00005076
PF00006176,DSK00005081
PF00006177,DSK00005081
PF00006178,DSK00005081
PF00006180,DSK00005083
PF00006183,DSK00005083
PF00006185,DSK00005085
PF00006187,DSK00005079
PF00006188,DSK00005086
PF00006190,DSK00005088
PF00006191,DSK00005088
PF00006192,DSK00005088
PF00006193,DSK00005089
PF00006194,DSK00005083
PF00006195,DSK00005083
PF00006196,DSK00005083
PF00006197,DSK00005090
PF00006198,DSK00005091
PF00006199,DSK00005092
PF00006200,DSK00005093
PF00006201,DSK00005094
PF00006203,DSK00005095
PF00006204,DSK00005096
PF00006205,DSK00005096
PF00006208,DSK00005097
PF00006209,DSK00005098
PF00006210,DSK00005100
PF00006214,DSK00005102
PF00006216,DSK00005103
PF00006217,DSK00005103
PF00006219,DSK00005104
PF00006220,DSK00005105
PF00006221,DSK00005106
PF00006225,DSK00005107
PF00006226,DSK00005108
PF00006227,DSK00005109
PF00006228,DSK00005109
PF00006229,DSK00005109
PF00006231,DSK00005110
PF00006232,DSK00005110
PF00006236,DSK00005112
PF00006237,DSK00005112
PF00006238,DSK00005112
PF00006239,DSK00005113
PF00006240,DSK00005113
PF00006241,DSK00005114
PF00006242,DSK00005115
PF00006243,DSK00005111
PF00006245,DSK00005116
PF00006253,DSK00005122
PF00006254,DSK00005122
PF00006256,DSK00005124
PF00006257,DSK00005125
PF00006258,DSK00005122
PF00006260,DSK00005126
PF00006261,DSK00005127
PF00006262,DSK00005127
PF00006263,DSK00005128
PF00006264,DSK00005128
PF00006266,DSK00005128
