,portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,absolute_return,period_of_holding,start-creation,creation-sell
1074,PF00004585,DSK00004134,OFF00001002,C,2/9/2010,84117000,M,0.00425,CHF,0.623498,84101298.16,2/9/2010,no_in_code,3/9/2010,E,no_hedge_value,no_status,15701.84,28,0,28
1075,PF00004590,DSK00004138,OFF00001001,A,2/10/2010,25212000,T,0.00425,USD,0.85158,25211691.86,2/10/2010,no_in_code,2/11/2010,A,no_hedge_value,no_status,308.142901,1,0,1
1076,PF00004596,DSK00004143,OFF00001002,C,2/11/2010,52888000,M,0.00425,CHF,0.623498,52877069.81,2/11/2010,no_in_code,3/15/2010,E,no_hedge_value,no_status,10930.18666,32,0,32
1077,PF00004599,DSK00004146,OFF00001001,A,2/11/2010,12672000,T,0.00425,USD,0.85158,12668516.16,2/11/2010,no_in_code,3/9/2010,A,no_hedge_value,no_status,3483.841944,26,0,26
1078,PF00004617,DSK00004160,OFF00001001,A,2/15/2010,152922000,T,0.00425,USD,0.85158,152869684.6,2/15/2010,no_in_code,3/17/2010,A,no_hedge_value,no_status,52315.40317,30,0,30
1079,PF00004629,DSK00004148,OFF00001002,C,2/17/2010,95997000,M,0.00425,CHF,0.623498,95992893.46,2/17/2010,no_in_code,2/19/2010,E,no_hedge_value,no_status,4106.538337,2,0,2
1080,PF00004610,DSK00004153,OFF00001002,B,2/12/2010,11000000,N,0.00425,GBP,1.282627,10998860.94,2/12/2010,no_in_code,2/19/2010,C,no_hedge_value,no_status,1139.06012,7,0,7
1081,PF00004612,DSK00004155,OFF00001001,A,2/12/2010,37092000,T,0.00425,USD,0.85158,37090763.64,2/12/2010,no_in_code,2/15/2010,A,no_hedge_value,no_status,1236.358783,3,0,3
1082,PF00004614,DSK00004157,OFF00001001,A,2/15/2010,30096000,T,0.00425,USD,0.85158,30084718.23,2/15/2010,no_in_code,3/17/2010,A,no_hedge_value,no_status,11281.76933,30,0,30
1083,PF00004621,DSK00004163,OFF00001002,C,2/17/2010,10549000,M,0.00425,CHF,0.623498,10547710.68,2/17/2010,no_in_code,3/9/2010,E,no_hedge_value,no_status,1289.322221,20,0,20
1084,PF00004624,DSK00004166,OFF00001001,A,2/17/2010,33264000,T,0.00425,USD,0.85158,33263630.4,2/17/2010,no_in_code,2/18/2010,A,no_hedge_value,no_status,369.595897,1,0,1
1085,PF00004631,DSK00004169,OFF00001002,C,2/18/2010,81598000,M,0.00425,CHF,0.623498,81595008.07,2/18/2010,no_in_code,2/24/2010,E,no_hedge_value,no_status,2991.926663,6,0,6
1086,PF00004636,DSK00004172,OFF00001002,C,2/19/2010,88000000,M,0.00425,CHF,0.623498,87996406.67,2/19/2010,no_in_code,2/26/2010,E,no_hedge_value,no_status,3593.333337,7,0,7
1087,PF00004637,DSK00004172,OFF00001002,C,2/19/2010,105930000,M,0.00425,CHF,0.623498,105925674.5,2/19/2010,no_in_code,2/26/2010,E,no_hedge_value,no_status,4325.475,7,0,7
1088,PF00004638,DSK00004173,OFF00001002,C,2/19/2010,132000000,M,0.00425,CHF,0.623498,131994353.3,2/19/2010,no_in_code,2/26/2010,E,no_hedge_value,no_status,5646.666663,7,0,7
1089,PF00004642,DSK00004177,OFF00001002,B,2/19/2010,11000000,N,0.00425,GBP,1.282627,10998860.94,2/19/2010,no_in_code,2/26/2010,C,no_hedge_value,no_status,1139.06012,7,0,7
1090,PF00004650,DSK00004180,OFF00001002,B,2/22/2010,88000000,N,0.00425,GBP,1.282627,87962212.4,2/22/2010,no_in_code,3/22/2010,C,no_hedge_value,no_status,37787.60248,28,0,28
1091,PF00004653,DSK00004183,OFF00001001,A,2/23/2010,28963000,T,0.00425,USD,0.85158,28962670.15,2/23/2010,no_in_code,2/24/2010,A,no_hedge_value,no_status,329.852633,1,0,1
1092,PF00004656,DSK00004186,OFF00001001,A,2/24/2010,18447000,T,0.00425,USD,0.85158,18439542.23,2/24/2010,no_in_code,3/30/2010,A,no_hedge_value,no_status,7457.770408,34,0,34
1093,PF00004658,DSK00004188,OFF00001002,C,2/25/2010,28446000,M,0.00425,CHF,0.623498,28440002.64,2/25/2010,no_in_code,3/31/2010,E,no_hedge_value,no_status,5997.365,34,0,34
1094,PF00004662,DSK00004190,OFF00001002,C,2/25/2010,143000000,M,0.00425,CHF,0.623498,142993743.8,2/25/2010,no_in_code,3/5/2010,E,no_hedge_value,no_status,6256.25,8,0,8
1095,PF00004666,DSK00004190,OFF00001002,B,2/25/2010,11000000,N,0.00425,GBP,1.282627,10998839.85,2/25/2010,no_in_code,3/5/2010,C,no_hedge_value,no_status,1160.151597,8,0,8
1096,PF00004667,DSK00004191,OFF00001002,C,2/25/2010,33000000,M,0.00425,CHF,0.623498,32985791.67,2/25/2010,no_in_code,4/29/2010,E,no_hedge_value,no_status,14208.33334,63,0,63
1097,PF00004669,DSK00004193,OFF00001001,A,3/1/2010,34639000,T,0.00415,USD,0.873295217,34638605.5,3/1/2010,no_in_code,3/2/2010,A,no_hedge_value,no_status,394.495233,1,0,1
1098,PF00004671,DSK00004195,OFF00001001,A,3/2/2010,33979000,T,0.00415,USD,0.873295217,33978613.02,3/2/2010,no_in_code,3/3/2010,A,no_hedge_value,no_status,386.978647,1,0,1
1099,PF00004672,DSK00004196,OFF00001001,A,3/2/2010,60500000,T,0.00415,USD,0.873295217,60494706.71,3/2/2010,no_in_code,3/10/2010,A,no_hedge_value,no_status,5293.286834,8,0,8
1100,PF00004674,DSK00004198,OFF00001002,C,3/3/2010,83567000,M,0.00415,CHF,0.631267826,83563425.19,3/3/2010,no_in_code,3/10/2010,E,no_hedge_value,no_status,3574.810558,7,0,7
1101,PF00004675,DSK00004199,OFF00001001,A,3/3/2010,33990000,T,0.00415,USD,0.873295217,33989622.34,3/3/2010,no_in_code,3/4/2010,A,no_hedge_value,no_status,377.662472,1,0,1
1102,PF00004678,DSK00004200,OFF00001001,A,3/3/2010,55000000,T,0.00415,USD,0.873295217,54975948.02,3/3/2010,no_in_code,4/9/2010,A,no_hedge_value,no_status,24051.97726,37,0,37
1103,PF00004679,DSK00004201,OFF00001001,A,3/4/2010,33990000,T,0.00415,USD,0.873295217,33989622.34,3/4/2010,no_in_code,3/5/2010,A,no_hedge_value,no_status,377.662472,1,0,1
1104,PF00004687,DSK00004205,OFF00001002,C,3/5/2010,110000000,M,0.00415,CHF,0.631267826,109995508.3,3/5/2010,no_in_code,3/12/2010,E,no_hedge_value,no_status,4491.666663,7,0,7
1105,PF00004690,DSK00004207,OFF00001001,A,3/5/2010,23078000,T,0.00415,USD,0.873295217,23069541.17,3/5/2010,no_in_code,4/8/2010,A,no_hedge_value,no_status,8458.831766,34,0,34
1106,PF00004691,DSK00004208,OFF00001002,C,3/8/2010,41723000,M,0.00415,CHF,0.631267826,41710541.05,3/8/2010,no_in_code,4/20/2010,E,no_hedge_value,no_status,12458.95138,43,0,43
1107,PF00004707,DSK00004222,OFF00001001,A,3/11/2010,38500000,T,0.00415,USD,0.873295217,38483163.62,3/11/2010,no_in_code,4/19/2010,A,no_hedge_value,no_status,16836.38408,39,0,39
1108,PF00004710,DSK00004226,OFF00001002,C,3/12/2010,38467000,M,0.00415,CHF,0.631267826,38448664.06,3/12/2010,no_in_code,5/17/2010,E,no_hedge_value,no_status,18335.93666,66,0,66
1109,PF00004714,DSK00004229,OFF00001002,C,3/12/2010,132000000,M,0.00415,CHF,0.631267826,131994610,3/12/2010,no_in_code,3/19/2010,E,no_hedge_value,no_status,5390,7,0,7
1110,PF00004726,DSK00004237,OFF00001002,B,3/15/2010,44000000,T,0.00415,USD,0.873295217,43982260.49,3/15/2010,no_in_code,4/19/2010,B,no_hedge_value,no_status,17739.51173,35,0,35
1111,PF00004727,DSK00004237,OFF00001001,A,3/15/2010,132000000,T,0.00415,USD,0.873295217,131946781.5,3/15/2010,no_in_code,4/19/2010,A,no_hedge_value,no_status,53218.53519,35,0,35
1112,PF00004739,DSK00004249,OFF00001001,A,3/17/2010,27731000,T,0.00415,USD,0.873295217,27730684.18,3/17/2010,no_in_code,3/18/2010,A,no_hedge_value,no_status,315.821682,1,0,1
1113,PF00004746,DSK00004254,OFF00001002,C,3/19/2010,106744000,M,0.00415,CHF,0.631267826,106738395.9,3/19/2010,no_in_code,3/29/2010,E,no_hedge_value,no_status,5604.06,10,0,10
1114,PF00004747,DSK00004255,OFF00001002,C,3/22/2010,99000000,M,0.00415,CHF,0.631267826,98994802.5,3/22/2010,no_in_code,3/29/2010,E,no_hedge_value,no_status,5197.5,7,0,7
1115,PF00004748,DSK00004256,OFF00001001,C,3/22/2010,25300000,M,0.00415,CHF,0.631267826,25298671.75,3/22/2010,no_in_code,3/29/2010,E,no_hedge_value,no_status,1328.25,7,0,7
1116,PF00004749,DSK00004257,OFF00001001,A,3/22/2010,22000000,T,0.00415,USD,0.873295217,21998160.71,3/22/2010,no_in_code,3/29/2010,A,no_hedge_value,no_status,1839.290662,7,0,7
1117,PF00004753,DSK00004261,OFF00001001,A,3/23/2010,28237000,T,0.00415,USD,0.873295217,28236670.57,3/23/2010,no_in_code,3/24/2010,A,no_hedge_value,no_status,329.427824,1,0,1
1118,PF00004754,DSK00004262,OFF00001001,A,3/24/2010,28237000,T,0.00415,USD,0.873295217,28236662.73,3/24/2010,no_in_code,3/25/2010,A,no_hedge_value,no_status,337.271253,1,0,1
1119,PF00004755,DSK00004263,OFF00001002,C,3/24/2010,57206600,M,0.00415,CHF,0.631267826,57201038.25,3/24/2010,no_in_code,4/7/2010,E,no_hedge_value,no_status,5561.752779,14,0,14
1120,PF00004760,DSK00004268,OFF00001002,C,3/26/2010,121033000,M,0.00415,CHF,0.631267826,121023384.6,3/26/2010,no_in_code,4/6/2010,E,no_hedge_value,no_status,9615.399442,11,0,11
1121,PF00004765,DSK00004273,OFF00001002,B,3/26/2010,11000000,N,0.00415,GBP,1.310573478,10998312.59,3/26/2010,no_in_code,4/8/2010,C,no_hedge_value,no_status,1687.412342,13,0,13
1122,PF00004767,DSK00004275,OFF00001002,C,3/26/2010,33000000,M,0.00415,CHF,0.631267826,32997341.67,3/26/2010,no_in_code,4/8/2010,E,no_hedge_value,no_status,2658.333337,13,0,13
1123,PF00004768,DSK00004276,OFF00001001,A,3/26/2010,660000,T,0.00415,USD,0.873295217,659738.6702,3/26/2010,no_in_code,4/29/2010,A,no_hedge_value,no_status,261.329816,34,0,34
1124,PF00004771,DSK00004279,OFF00001001,A,3/29/2010,31812000,T,0.00415,USD,0.873295217,31811620.03,3/29/2010,no_in_code,3/30/2010,A,no_hedge_value,no_status,379.972131,1,0,1
1125,PF00004776,DSK00004281,OFF00001002,C,3/30/2010,29777000,M,0.00415,CHF,0.631267826,29770283.63,3/30/2010,no_in_code,4/29/2010,E,no_hedge_value,no_status,6716.367779,30,0,30
1126,PF00004779,DSK00004286,OFF00001001,A,3/31/2010,54120000,T,0.00415,USD,0.873295217,54096332.85,3/31/2010,no_in_code,5/6/2010,A,no_hedge_value,no_status,23667.14562,36,0,36
1127,PF00004781,DSK00004288,OFF00001001,A,4/1/2010,60500000,T,0.004,USD,0.872548182,60494471.48,4/1/2010,no_in_code,4/14/2010,A,no_hedge_value,no_status,5528.522527,13,0,13
1128,PF00004785,DSK00004290,OFF00001002,C,4/6/2010,44616000,M,0.004,CHF,0.576363182,44615690.17,4/6/2010,no_in_code,4/7/2010,E,no_hedge_value,no_status,309.833337,1,0,1
1129,PF00004787,DSK00004292,OFF00001001,A,4/6/2010,23100000,T,0.004,USD,0.872548182,23091443.34,4/6/2010,no_in_code,5/7/2010,A,no_hedge_value,no_status,8556.662609,31,0,31
1130,PF00004790,DSK00004294,OFF00001002,C,4/7/2010,57222000,M,0.004,CHF,0.576363182,57215133.36,4/7/2010,no_in_code,4/23/2010,E,no_hedge_value,no_status,6866.64,16,0,16
1131,PF00004791,DSK00004295,OFF00001002,C,4/7/2010,85360000,M,0.004,CHF,0.576363182,85355850.56,4/7/2010,no_in_code,4/14/2010,E,no_hedge_value,no_status,4149.444442,7,0,7
1132,PF00004792,DSK00004296,OFF00001002,C,4/7/2010,44429000,M,0.004,CHF,0.576363182,44428691.47,4/7/2010,no_in_code,4/8/2010,E,no_hedge_value,no_status,308.534721,1,0,1
1133,PF00004794,DSK00004298,OFF00001002,C,4/8/2010,27500000,M,0.004,CHF,0.576363182,27478000,4/8/2010,no_in_code,7/7/2010,E,no_hedge_value,no_status,22000,90,0,90
1134,PF00004797,DSK00004302,OFF00001002,C,4/8/2010,104500000,M,0.004,CHF,0.576363182,104494513.8,4/8/2010,no_in_code,4/15/2010,E,no_hedge_value,no_status,5486.25,7,0,7
1135,PF00004802,DSK00004305,OFF00001002,C,4/8/2010,38500000,M,0.004,CHF,0.576363182,38466120,4/8/2010,no_in_code,7/13/2010,E,no_hedge_value,no_status,33880,96,0,96
1136,PF00004810,DSK00004311,OFF00001002,C,4/12/2010,22000000,M,0.004,CHF,0.576363182,21981648.33,4/12/2010,no_in_code,7/12/2010,E,no_hedge_value,no_status,18351.66666,91,0,91
1137,PF00004811,DSK00004311,OFF00001002,C,4/12/2010,110000000,M,0.004,CHF,0.576363182,109908241.7,4/12/2010,no_in_code,7/12/2010,E,no_hedge_value,no_status,91758.33334,91,0,91
1138,PF00004812,DSK00004312,OFF00001002,C,4/12/2010,33022000,M,0.004,CHF,0.576363182,33005507.35,4/12/2010,no_in_code,6/9/2010,E,no_hedge_value,no_status,16492.65444,58,0,58
1139,PF00004813,DSK00004313,OFF00001002,C,4/12/2010,28710000,M,0.004,CHF,0.576363182,28703747.6,4/12/2010,no_in_code,5/10/2010,E,no_hedge_value,no_status,6252.4,28,0,28
1140,PF00004814,DSK00004313,OFF00001002,C,4/12/2010,67320000,M,0.004,CHF,0.576363182,67305339.2,4/12/2010,no_in_code,5/10/2010,E,no_hedge_value,no_status,14660.8,28,0,28
1141,PF00004815,DSK00004314,OFF00001001,A,4/12/2010,33319000,T,0.004,USD,0.872548182,33318620.54,4/12/2010,no_in_code,4/13/2010,A,no_hedge_value,no_status,379.462072,1,0,1
1142,PF00004817,DSK00004316,OFF00001001,A,4/12/2010,27500000,T,0.004,USD,0.872548182,27490378.37,4/12/2010,no_in_code,5/12/2010,A,no_hedge_value,no_status,9621.632427,30,0,30
1143,PF00004818,DSK00004317,OFF00001001,A,4/12/2010,60500000,T,0.004,USD,0.872548182,60495059.57,4/12/2010,no_in_code,4/21/2010,A,no_hedge_value,no_status,4940.429868,9,0,9
1144,PF00004819,DSK00004318,OFF00001001,A,4/12/2010,18700000,T,0.004,USD,0.872548182,18693602.63,4/12/2010,no_in_code,5/11/2010,A,no_hedge_value,no_status,6397.366239,29,0,29
1145,PF00004823,DSK00004321,OFF00001002,C,4/13/2010,146674000,M,0.004,CHF,0.576363182,146640916.9,4/13/2010,no_in_code,5/11/2010,E,no_hedge_value,no_status,33083.13556,28,0,28
1146,PF00004826,DSK00004324,OFF00001001,A,4/13/2010,33000000,T,0.004,USD,0.872548182,32997305.22,4/13/2010,no_in_code,4/21/2010,A,no_hedge_value,no_status,2694.779923,8,0,8
1147,PF00004827,DSK00004325,OFF00001001,A,4/13/2010,11000000,T,0.004,USD,0.872548182,10996288.75,4/13/2010,no_in_code,5/12/2010,A,no_hedge_value,no_status,3711.247452,29,0,29
1148,PF00004828,DSK00004326,OFF00001002,C,4/13/2010,110506000,M,0.004,CHF,0.576363182,110499983.6,4/13/2010,no_in_code,4/21/2010,E,no_hedge_value,no_status,6016.437779,8,0,8
1149,PF00004832,DSK00004330,OFF00001002,C,4/14/2010,24684000,M,0.004,CHF,0.576363182,24662785.47,4/14/2010,no_in_code,7/15/2010,E,no_hedge_value,no_status,21214.52666,92,0,92
1150,PF00004833,DSK00004331,OFF00001002,C,4/14/2010,25883000,M,0.004,CHF,0.576363182,25881389.5,4/14/2010,no_in_code,4/23/2010,E,no_hedge_value,no_status,1610.497779,9,0,9
1151,PF00004837,DSK00004334,OFF00001002,B,4/14/2010,11000000,N,0.004,GBP,1.216166818,10998818.76,4/14/2010,no_in_code,4/22/2010,C,no_hedge_value,no_status,1181.242997,8,0,8
1152,PF00004838,DSK00004335,OFF00001001,A,4/15/2010,38500000,T,0.004,USD,0.872548182,38486048.81,4/15/2010,no_in_code,5/18/2010,A,no_hedge_value,no_status,13951.19269,33,0,33
1153,PF00004842,DSK00004338,OFF00001001,A,4/15/2010,121000000,T,0.004,USD,0.872548182,120957664.8,4/15/2010,no_in_code,5/17/2010,A,no_hedge_value,no_status,42335.18268,32,0,32
1154,PF00004846,DSK00004340,OFF00001002,B,4/15/2010,22000000,T,0.004,USD,0.872548182,21991478.3,4/15/2010,no_in_code,5/17/2010,B,no_hedge_value,no_status,8521.697844,32,0,32
1155,PF00004847,DSK00004340,OFF00001002,B,4/15/2010,14300000,N,0.004,GBP,1.216166818,14293080.58,4/15/2010,no_in_code,5/17/2010,C,no_hedge_value,no_status,6919.417362,32,0,32
1156,PF00004849,DSK00004341,OFF00001002,C,4/15/2010,137500000,M,0.004,CHF,0.576363182,137492781.3,4/15/2010,no_in_code,4/23/2010,E,no_hedge_value,no_status,7218.75,8,0,8
1157,PF00004850,DSK00004341,OFF00001002,C,4/15/2010,137500000,M,0.004,CHF,0.576363182,137492781.3,4/15/2010,no_in_code,4/23/2010,E,no_hedge_value,no_status,7218.75,8,0,8
1158,PF00004852,DSK00004343,OFF00001001,A,4/16/2010,11000000,T,0.004,USD,0.872548182,10995189.6,4/16/2010,no_in_code,5/25/2010,A,no_hedge_value,no_status,4810.395447,39,0,39
1159,PF00004857,DSK00004348,OFF00001002,C,4/20/2010,137500000,M,0.004,CHF,0.576363182,137459895.8,4/20/2010,no_in_code,5/25/2010,E,no_hedge_value,no_status,40104.16666,35,0,35
1160,PF00004861,DSK00004352,OFF00001001,A,4/21/2010,60500000,T,0.004,USD,0.872548182,60495664.48,4/21/2010,no_in_code,4/27/2010,A,no_hedge_value,no_status,4335.52262,6,0,6
1161,PF00004863,DSK00004354,OFF00001002,C,4/22/2010,16500000,M,0.004,CHF,0.576363182,16499101.67,4/22/2010,no_in_code,4/29/2010,E,no_hedge_value,no_status,898.333337,7,0,7
1162,PF00004865,DSK00004356,OFF00001002,C,4/22/2010,22000000,M,0.004,CHF,0.576363182,21994683.33,4/22/2010,no_in_code,5/21/2010,E,no_hedge_value,no_status,5316.666663,29,0,29
1163,PF00004866,DSK00004357,OFF00001001,A,4/22/2010,44000000,T,0.004,USD,0.872548182,43996321.42,4/22/2010,no_in_code,4/29/2010,A,no_hedge_value,no_status,3678.581324,7,0,7
1164,PF00004870,DSK00004361,OFF00001002,C,4/23/2010,22000000,M,0.004,CHF,0.576363182,21979894.44,4/23/2010,no_in_code,7/26/2010,E,no_hedge_value,no_status,20105.55556,94,0,94
1165,PF00004871,DSK00004362,OFF00001002,C,4/23/2010,1232000,M,0.004,CHF,0.576363182,1230891.2,4/23/2010,no_in_code,7/13/2010,E,no_hedge_value,no_status,1108.8,81,0,81
1166,PF00004879,DSK00004368,OFF00001002,C,4/23/2010,27500000,M,0.004,CHF,0.576363182,27493583.33,4/23/2010,no_in_code,5/21/2010,E,no_hedge_value,no_status,6416.666663,28,0,28
1167,PF00004883,DSK00004372,OFF00001001,A,4/26/2010,60500000,T,0.004,USD,0.872548182,60493496.95,4/26/2010,no_in_code,5/6/2010,A,no_hedge_value,no_status,6503.050917,10,0,10
1168,PF00004885,DSK00004374,OFF00001001,A,4/27/2010,44000000,T,0.004,USD,0.872548182,43995698.2,4/27/2010,no_in_code,5/7/2010,A,no_hedge_value,no_status,4301.801603,10,0,10
1169,PF00004886,DSK00004375,OFF00001002,B,4/27/2010,11000000,N,0.004,GBP,1.216166818,10998674.13,4/27/2010,no_in_code,5/7/2010,C,no_hedge_value,no_status,1325.867565,10,0,10
1170,PF00004890,DSK00004377,OFF00001002,C,4/29/2010,109978000,M,0.004,CHF,0.576363182,109970912.5,4/29/2010,no_in_code,5/7/2010,E,no_hedge_value,no_status,7087.471116,8,0,8
1171,PF00004894,DSK00004379,OFF00001002,C,4/29/2010,143000000,M,0.004,CHF,0.576363182,142992214.4,4/29/2010,no_in_code,5/7/2010,E,no_hedge_value,no_status,7785.555558,8,0,8
1172,PF00004899,DSK00004383,OFF00001002,C,5/5/2010,112838000,M,0.00414,CHF,0.531983333,112808003.9,5/5/2010,no_in_code,6/4/2010,E,no_hedge_value,no_status,29996.10166,30,0,30
1173,PF00004902,DSK00004386,OFF00001002,B,5/5/2010,68200000,N,0.00414,GBP,1.266565238,68166999.7,5/5/2010,no_in_code,6/7/2010,C,no_hedge_value,no_status,33000.29821,33,0,33
1174,PF00004907,DSK00004391,OFF00001002,C,5/6/2010,76890000,M,0.00414,CHF,0.531983333,76861593.42,5/6/2010,no_in_code,6/14/2010,E,no_hedge_value,no_status,28406.58334,39,0,39
1175,PF00004909,DSK00004393,OFF00001002,C,5/6/2010,121000000,M,0.00414,CHF,0.531983333,120989580.6,5/6/2010,no_in_code,5/17/2010,E,no_hedge_value,no_status,10419.44444,11,0,11
1176,PF00004925,DSK00004406,OFF00001001,A,5/12/2010,25432000,T,0.00414,USD,1.02237,25422254.8,5/12/2010,no_in_code,6/11/2010,A,no_hedge_value,TRUE,9745.197674,30,0,30
1177,PF00004926,DSK00004407,OFF00001002,B,5/12/2010,33022000,T,0.00414,USD,1.02237,33010611.34,5/12/2010,no_in_code,6/10/2010,B,no_hedge_value,TRUE,11388.66091,29,0,29
1178,PF00004927,DSK00004408,OFF00001001,A,5/12/2010,21131000,T,0.00414,USD,1.02237,21122633.09,5/12/2010,no_in_code,6/14/2010,A,no_hedge_value,TRUE,8366.909663,33,0,33
1179,PF00004930,DSK00004409,OFF00001001,A,5/12/2010,121000000,T,0.00414,USD,1.02237,120952089.5,5/12/2010,no_in_code,6/17/2010,A,no_hedge_value,TRUE,47910.46658,36,0,36
1180,PF00004937,DSK00004413,OFF00001002,C,5/17/2010,55000000,M,0.00414,CHF,0.531983333,54979466.67,5/17/2010,no_in_code,6/18/2010,E,no_hedge_value,TRUE,20533.33333,32,0,32
1181,PF00004940,DSK00004411,OFF00001002,C,5/17/2010,54351000,M,0.00414,CHF,0.531983333,54348886.35,5/17/2010,no_in_code,5/21/2010,E,no_hedge_value,TRUE,2113.65,4,0,4
1182,PF00004941,DSK00004411,OFF00001002,C,5/17/2010,4433000,M,0.00414,CHF,0.531983333,4432827.606,5/17/2010,no_in_code,5/21/2010,E,no_hedge_value,TRUE,172.3944444,4,0,4
1183,PF00004942,DSK00004414,OFF00001002,C,5/17/2010,52371000,M,0.00414,CHF,0.531983333,52370127.15,5/17/2010,no_in_code,5/19/2010,E,no_hedge_value,TRUE,872.85,2,0,2
1184,PF00004951,DSK00004416,OFF00001001,A,5/17/2010,57354000,T,0.00414,USD,1.02237,57348870.46,5/17/2010,no_in_code,5/26/2010,A,no_hedge_value,TRUE,5129.537858,9,0,9
1185,PF00004952,DSK00004416,OFF00001001,A,5/17/2010,33000000,T,0.00414,USD,1.02237,32997112.75,5/17/2010,no_in_code,5/26/2010,A,no_hedge_value,TRUE,2887.247366,9,0,9
1186,PF00004953,DSK00004415,OFF00001002,C,5/17/2010,57200000,M,0.00414,CHF,0.531983333,57181314.67,5/17/2010,no_in_code,6/15/2010,E,no_hedge_value,TRUE,18685.33333,29,0,29
1187,PF00004954,DSK00004415,OFF00001002,C,5/17/2010,28435000,M,0.00414,CHF,0.531983333,28425268.91,5/17/2010,no_in_code,6/15/2010,E,no_hedge_value,TRUE,9731.088889,29,0,29
1188,PF00004957,DSK00004418,OFF00001002,C,5/18/2010,52371000,M,0.00414,CHF,0.531983333,52370098.06,5/18/2010,no_in_code,5/21/2010,E,no_hedge_value,TRUE,901.945,3,0,3
1189,PF00004960,DSK00004417,OFF00001002,C,5/19/2010,71236000,M,0.00414,CHF,0.531983333,71207505.6,5/19/2010,no_in_code,6/21/2010,E,no_hedge_value,TRUE,28494.4,33,0,33
1190,PF00004963,DSK00004421,OFF00001002,C,5/20/2010,49522000,M,0.00414,CHF,0.531983333,49501572.18,5/20/2010,no_in_code,6/23/2010,E,no_hedge_value,TRUE,20427.825,34,0,34
1191,PF00004968,DSK00004419,OFF00001002,C,5/20/2010,110000000,M,0.00414,CHF,0.531983333,109992513.9,5/20/2010,no_in_code,5/28/2010,E,no_hedge_value,TRUE,7486.111111,8,0,8
1192,PF00004970,DSK00004419,OFF00001002,C,5/20/2010,55000000,M,0.00414,CHF,0.531983333,54996256.94,5/20/2010,no_in_code,5/28/2010,E,no_hedge_value,TRUE,3743.055556,8,0,8
1193,PF00004971,DSK00004419,OFF00001002,C,5/20/2010,47135000,M,0.00414,CHF,0.531983333,47131883.85,5/20/2010,no_in_code,5/28/2010,E,no_hedge_value,TRUE,3116.147222,8,0,8
1194,PF00004976,DSK00004425,OFF00001002,C,5/21/2010,77385000,M,0.00414,CHF,0.531983333,77382742.94,5/21/2010,no_in_code,5/28/2010,E,no_hedge_value,TRUE,2257.0625,7,0,7
1195,PF00004978,DSK00004427,OFF00001001,A,5/26/2010,73403000,T,0.00414,USD,1.02237,73373406.06,5/26/2010,no_in_code,6/30/2010,A,no_hedge_value,TRUE,29593.94044,35,0,35
1196,PF00004979,DSK00004428,OFF00001001,A,5/26/2010,29942000,T,0.00414,USD,1.02237,29930293.93,5/26/2010,no_in_code,6/29/2010,A,no_hedge_value,TRUE,11706.07051,34,0,34
1197,PF00004980,DSK00004429,OFF00001001,A,5/27/2010,100870000,T,0.00414,USD,1.02237,100857673,5/26/2010,no_in_code,6/7/2010,A,no_hedge_value,TRUE,12327.04892,12,-1,12
1198,PF00004983,DSK00004430,OFF00001002,C,5/27/2010,3047000,M,0.00414,CHF,0.531983333,3046733.388,5/27/2010,no_in_code,6/4/2010,E,no_hedge_value,TRUE,266.6125,8,0,8
1199,PF00004985,DSK00004431,OFF00001002,C,5/27/2010,43791000,M,0.00414,CHF,0.531983333,43772145.54,5/27/2010,no_in_code,6/28/2010,E,no_hedge_value,TRUE,18854.45833,32,0,32
1200,PF00004988,DSK00004433,OFF00001002,C,5/27/2010,11176000,M,0.00414,CHF,0.531983333,11173361.22,5/27/2010,no_in_code,6/14/2010,E,no_hedge_value,TRUE,2638.777778,18,0,18
1201,PF00004992,DSK00004437,OFF00001001,A,6/4/2010,23100000,T,0.00428,USD,1.187955909,23091340.75,6/3/2010,no_in_code,7/7/2010,A,no_hedge_value,TRUE,8659.25278,34,-1,34
1202,PF00004993,DSK00004437,OFF00001002,B,6/3/2010,156200000,N,0.00428,GBP,1.451315909,156123007.8,6/3/2010,no_in_code,7/7/2010,C,no_hedge_value,TRUE,76992.16824,34,0,34
1203,PF00004994,DSK00004437,OFF00001002,B,6/4/2010,59312000,N,0.00428,GBP,1.451315909,59282764.66,6/3/2010,no_in_code,7/7/2010,C,no_hedge_value,TRUE,29235.336,34,-1,34
1204,PF00004998,DSK00004438,OFF00001001,A,6/3/2010,110000000,T,0.00428,USD,1.187955909,109990375.8,6/3/2010,no_in_code,6/11/2010,A,no_hedge_value,TRUE,9624.157886,8,0,8
1205,PF00005003,DSK00004441,OFF00001002,B,6/8/2010,6028000,N,0.00428,GBP,1.451315909,6024619.611,6/8/2010,no_in_code,7/12/2010,C,no_hedge_value,TRUE,3380.389305,34,0,34
1206,PF00005004,DSK00004441,OFF00001002,B,6/8/2010,4972000,N,0.00428,GBP,1.451315909,4969211.796,6/8/2010,no_in_code,7/12/2010,C,no_hedge_value,TRUE,2788.204317,34,0,34
