portfolio_id,desk_id,office_id,pf_category,start_date, sold ,country_code,euribor_rate,currency,libor_rate, bought ,creation_date,indicator_code,sell_date,type,hedge_value,status,return, absolute_return ,period_of_holding,start-create,start-sell,create-sell,returnf
PF00002231,DSK00002156,OFF00001001,A,2/19/2008," 169,180,000 ",T,0.0419,USD,2.803989048," 168,497,305 ",2/19/2008,no_in_code,3/25/2008,A,no_hedge_value,no_status,5%," 682,694.91 ",35,0,35,35,5%
PF00002233,DSK00002158,OFF00001001,A,2/20/2008," 698,720,000 ",T,0.0419,USD,2.803989048," 695,900,443 ",2/20/2008,no_in_code,3/25/2008,A,no_hedge_value,no_status,5%," 2,819,556.63 ",34,0,34,34,5%
PF00002234,DSK00002160,OFF00001001,A,2/21/2008," 282,975,000 ",T,0.0419,USD,2.803989048," 282,734,205 ",2/21/2008,no_in_code,2/29/2008,A,no_hedge_value,no_status,5%," 240,795.30 ",8,0,8,8,5%
PF00002235,DSK00002159,OFF00001001,A,2/21/2008," 47,366,000 ",T,0.0419,USD,2.803989048," 47,285,457 ",2/21/2008,no_in_code,3/10/2008,A,no_hedge_value,no_status,5%," 80,542.90 ",18,0,18,18,5%
PF00002236,DSK00002159,OFF00001001,A,2/21/2008," 7,909,000 ",T,0.0419,USD,2.803989048," 7,895,551 ",2/21/2008,no_in_code,3/10/2008,A,no_hedge_value,no_status,5%," 13,448.76 ",18,0,18,18,5%
PF00002237,DSK00002161,OFF00001001,A,2/25/2008," 302,841,000 ",T,0.0419,USD,2.803989048," 302,509,752 ",2/25/2008,no_in_code,3/7/2008,A,no_hedge_value,no_status,5%," 331,248.18 ",11,0,11,11,5%
PF00002241,DSK00002165,OFF00001001,A,3/3/2008," 27,159,000 ",T,0.04199,USD,2.27393," 27,062,425 ",3/3/2008,no_in_code,4/3/2008,A,no_hedge_value,no_status,5%," 96,575.27 ",31,0,31,31,5%
PF00002242,DSK00002166,OFF00001001,A,3/5/2008," 292,853,000 ",T,0.04199,USD,2.27393," 292,605,505 ",3/5/2008,no_in_code,3/14/2008,A,no_hedge_value,no_status,5%," 247,495.49 ",9,0,9,9,5%
PF00002243,DSK00002167,OFF00001001,A,3/5/2008," 276,089,000 ",T,0.04199,USD,2.27393," 275,008,522 ",3/5/2008,no_in_code,4/8/2008,A,no_hedge_value,no_status,5%," 1,080,477.93 ",34,0,34,34,5%
PF00002244,DSK00002169,OFF00001001,A,3/6/2008," 22,066,000 ",T,0.04199,USD,2.27393," 22,001,462 ",3/6/2008,no_in_code,3/31/2008,A,no_hedge_value,no_status,5%," 64,537.62 ",25,0,25,25,5%
PF00002245,DSK00002171,OFF00001001,A,3/6/2008," 242,627,000 ",T,0.04199,USD,2.27393," 241,588,839 ",3/6/2008,no_in_code,4/11/2008,A,no_hedge_value,no_status,5%," 1,038,160.93 ",36,0,36,36,5%
PF00002246,DSK00002170,OFF00001001,A,3/6/2008," 49,863,000 ",T,0.04199,USD,2.27393," 49,772,580 ",3/6/2008,no_in_code,3/25/2008,A,no_hedge_value,no_status,5%," 90,420.19 ",19,0,19,19,5%
PF00002247,DSK00002170,OFF00001001,A,3/6/2008," 7,799,000 ",T,0.04199,USD,2.27393," 7,784,858 ",3/6/2008,no_in_code,3/25/2008,A,no_hedge_value,no_status,5%," 14,142.49 ",19,0,19,19,5%
PF00002248,DSK00002172,OFF00001001,A,3/6/2008," 190,784,000 ",T,0.04199,USD,2.27393," 190,107,113 ",3/6/2008,no_in_code,4/8/2008,A,no_hedge_value,no_status,5%," 676,886.94 ",33,0,33,33,5%
PF00002249,DSK00002173,OFF00001001,A,3/6/2008," 273,075,000 ",T,0.04199,USD,2.27393," 272,843,689 ",3/6/2008,no_in_code,3/14/2008,A,no_hedge_value,no_status,5%," 231,310.82 ",8,0,8,8,5%
PF00002250,DSK00002174,OFF00001001,A,3/7/2008," 220,363,000 ",T,0.04199,USD,2.27393," 219,579,406 ",3/7/2008,no_in_code,4/9/2008,A,no_hedge_value,no_status,5%," 783,593.51 ",33,0,33,33,5%
PF00002254,DSK00002178,OFF00001001,A,3/12/2008," 302,951,000 ",T,0.04199,USD,2.27393," 302,506,316 ",3/12/2008,no_in_code,3/26/2008,A,no_hedge_value,no_status,5%," 444,684.28 ",14,0,14,14,5%
PF00002256,DSK00002180,OFF00001001,A,3/13/2008," 568,920,000 ",T,0.04199,USD,2.27393," 566,723,945 ",3/13/2008,no_in_code,4/17/2008,A,no_hedge_value,no_status,5%," 2,196,055.29 ",35,0,35,35,5%
PF00002257,DSK00002181,OFF00001001,A,3/13/2008," 253,737,000 ",T,0.04199,USD,2.27393," 253,395,549 ",3/13/2008,no_in_code,3/25/2008,A,no_hedge_value,no_status,5%," 341,450.50 ",12,0,12,12,5%
PF00002258,DSK00002182,OFF00001001,A,3/13/2008," 283,272,000 ",T,0.04199,USD,2.27393," 282,248,848 ",3/13/2008,no_in_code,4/15/2008,A,no_hedge_value,no_status,5%," 1,023,152.07 ",33,0,33,33,5%
PF00002259,DSK00002183,OFF00001001,A,3/13/2008," 44,187,000 ",T,0.04199,USD,2.27393," 44,005,477 ",3/13/2008,no_in_code,4/16/2008,A,no_hedge_value,no_status,5%," 181,522.59 ",34,0,34,34,5%
PF00002260,DSK00002184,OFF00001001,A,3/14/2008," 364,320,000 ",T,0.04199,USD,2.27393," 363,004,110 ",3/14/2008,no_in_code,4/16/2008,A,no_hedge_value,no_status,5%," 1,315,889.90 ",33,0,33,33,5%
PF00002261,DSK00002185,OFF00001001,A,3/14/2008," 587,444,000 ",T,0.04199,USD,2.27393," 585,176,441 ",3/14/2008,no_in_code,4/18/2008,A,no_hedge_value,no_status,5%," 2,267,558.71 ",35,0,35,35,5%
PF00002262,DSK00002186,OFF00001001,A,3/18/2008," 38,643,000 ",T,0.04199,USD,2.27393," 38,502,498 ",3/18/2008,no_in_code,4/18/2008,A,no_hedge_value,no_status,5%," 140,502.03 ",31,0,31,31,5%
PF00002263,DSK00002187,OFF00001001,A,3/19/2008," 203,676,000 ",T,0.04199,USD,2.27393," 202,981,802 ",3/19/2008,no_in_code,4/21/2008,A,no_hedge_value,no_status,5%," 694,197.76 ",33,0,33,33,5%
PF00002264,DSK00002188,OFF00001001,A,3/19/2008," 48,620,000 ",T,0.04199,USD,2.27393," 48,523,169 ",3/19/2008,no_in_code,4/10/2008,A,no_hedge_value,no_status,5%," 96,830.68 ",22,0,22,22,5%
PF00002266,DSK00002189,OFF00001001,A,3/19/2008," 859,694,000 ",T,0.04199,USD,2.27393," 856,763,868 ",3/19/2008,no_in_code,4/21/2008,A,no_hedge_value,no_status,5%," 2,930,132.43 ",33,0,33,33,5%
PF00002270,DSK00002193,OFF00001001,A,3/26/2008," 27,907,000 ",T,0.04199,USD,2.27393," 27,792,864 ",3/26/2008,no_in_code,4/29/2008,A,no_hedge_value,no_status,6%," 114,136.03 ",34,0,34,34,6%
PF00002272,DSK00002195,OFF00001001,A,3/27/2008," 265,364,000 ",T,0.04199,USD,2.27393," 265,116,558 ",3/27/2008,no_in_code,4/4/2008,A,no_hedge_value,no_status,6%," 247,442.12 ",8,0,8,8,6%
PF00002274,DSK00002197,OFF00001001,A,4/1/2008," 26,334,000 ",T,0.04357,USD,2.828836364," 26,222,554 ",4/1/2008,no_in_code,5/7/2008,A,no_hedge_value,no_status,5%," 111,445.86 ",36,0,36,36,5%
PF00002275,DSK00002198,OFF00001001,A,4/3/2008," 267,663,000 ",T,0.04357,USD,2.828836364," 267,430,039 ",4/3/2008,no_in_code,4/11/2008,A,no_hedge_value,no_status,5%," 232,961.28 ",8,0,8,8,5%
PF00002276,DSK00002199,OFF00001001,A,4/4/2008," 276,023,000 ",T,0.04357,USD,2.828836364," 275,006,165 ",4/4/2008,no_in_code,5/7/2008,A,no_hedge_value,no_status,6%," 1,016,835.29 ",33,0,33,33,6%
PF00002280,DSK00002202,OFF00001001,A,4/8/2008," 139,062,000 ",T,0.04357,USD,2.828836364," 138,445,533 ",4/8/2008,no_in_code,5/15/2008,A,no_hedge_value,no_status,5%," 616,467.19 ",37,0,37,37,5%
PF00002279,DSK00002200,OFF00001001,A,4/4/2008," 317,680,000 ",T,0.04357,USD,2.828836364," 317,324,596 ",4/7/2008,no_in_code,4/17/2008,A,no_hedge_value,no_status,5%," 355,403.55 ",10,3,13,10,5%
PF00002281,DSK00002203,OFF00001001,A,4/8/2008," 48,620,000 ",T,0.04357,USD,2.828836364," 48,529,614 ",4/8/2008,no_in_code,4/25/2008,A,no_hedge_value,no_status,5%," 90,386.41 ",17,0,17,17,5%
PF00002283,DSK00002204,OFF00001001,A,4/8/2008," 289,179,000 ",T,0.04357,USD,2.828836364," 287,933,528 ",4/8/2008,no_in_code,5/13/2008,A,no_hedge_value,no_status,5%," 1,245,472.47 ",35,0,35,35,5%
PF00002284,DSK00002205,OFF00001001,A,4/9/2008," 151,085,000 ",T,0.04357,USD,2.828836364," 150,413,779 ",4/9/2008,no_in_code,5/16/2008,A,no_hedge_value,no_status,6%," 671,221.49 ",37,0,37,37,6%
PF00002288,DSK00002209,OFF00001001,A,4/10/2008," 244,948,000 ",T,0.04357,USD,2.828836364," 241,888,115 ",4/10/2008,no_in_code,7/15/2008,A,no_hedge_value,no_status,6%," 3,059,884.66 ",96,0,96,96,6%
PF00002289,DSK00002210,OFF00001001,A,4/10/2008," 27,423,000 ",T,0.04357,USD,2.828836364," 27,318,507 ",4/10/2008,no_in_code,5/14/2008,A,no_hedge_value,no_status,6%," 104,493.29 ",34,0,34,34,6%
PF00002293,DSK00002213,OFF00001001,A,4/14/2008," 364,628,000 ",T,0.04357,USD,2.828836364," 363,008,076 ",4/14/2008,no_in_code,5/21/2008,A,no_hedge_value,no_status,6%," 1,619,923.54 ",37,0,37,37,6%
PF00002294,DSK00002214,OFF00001001,A,4/14/2008," 44,187,000 ",T,0.04357,USD,2.828836364," 44,001,862 ",4/14/2008,no_in_code,5/19/2008,A,no_hedge_value,no_status,6%," 185,137.84 ",35,0,35,35,6%
PF00002295,DSK00002215,OFF00001001,A,4/15/2008," 673,871,000 ",T,0.04357,USD,2.828836364," 671,132,778 ",4/15/2008,no_in_code,5/19/2008,A,no_hedge_value,no_status,6%," 2,738,221.74 ",34,0,34,34,6%
PF00002296,DSK00002217,OFF00001001,A,4/15/2008," 27,357,000 ",T,0.04357,USD,2.828836364," 27,333,137 ",4/15/2008,no_in_code,4/24/2008,A,no_hedge_value,no_status,5%," 23,863.35 ",9,0,9,9,5%
PF00002297,DSK00002216,OFF00001001,A,4/15/2008," 302,775,000 ",T,0.04357,USD,2.828836364," 302,510,891 ",4/15/2008,no_in_code,4/24/2008,A,no_hedge_value,no_status,5%," 264,108.81 ",9,0,9,9,5%
PF00002299,DSK00002219,OFF00001001,A,4/16/2008," 19,338,000 ",T,0.04357,USD,2.828836364," 19,251,901 ",4/16/2008,no_in_code,5/23/2008,A,no_hedge_value,no_status,6%," 86,098.78 ",37,0,37,37,6%
PF00002300,DSK00002220,OFF00001001,A,4/17/2008," 262,350,000 ",T,0.04357,USD,2.828836364," 262,121,918 ",4/17/2008,no_in_code,4/25/2008,A,no_hedge_value,no_status,5%," 228,082.47 ",8,0,8,8,5%
PF00002301,DSK00002221,OFF00001001,A,4/17/2008," 181,434,000 ",T,0.04357,USD,2.828836364," 180,738,158 ",4/17/2008,no_in_code,5/21/2008,A,no_hedge_value,no_status,6%," 695,841.91 ",34,0,34,34,6%
PF00002303,DSK00002223,OFF00001001,A,4/22/2008," 307,406,000 ",T,0.04357,USD,2.828836364," 306,901,743 ",4/22/2008,no_in_code,5/7/2008,A,no_hedge_value,no_status,5%," 504,256.61 ",15,0,15,15,5%
PF00002304,DSK00002223,OFF00001001,A,4/22/2008," 27,456,000 ",T,0.04357,USD,2.828836364," 27,410,962 ",4/22/2008,no_in_code,5/7/2008,A,no_hedge_value,no_status,5%," 45,037.73 ",15,0,15,15,5%
PF00002308,DSK00002225,OFF00001001,A,4/24/2008," 264,022,000 ",T,0.04357,USD,2.828836364," 263,656,250 ",4/24/2008,no_in_code,5/6/2008,A,no_hedge_value,no_status,5%," 365,749.81 ",12,0,12,12,5%
PF00002309,DSK00002226,OFF00001001,A,4/25/2008," 316,701,000 ",T,0.04357,USD,2.828836364," 315,443,345 ",4/25/2008,no_in_code,5/30/2008,A,no_hedge_value,no_status,6%," 1,257,655.09 ",35,0,35,35,6%
PF00002307,DSK00002224,OFF00001001,A,4/23/2008," 49,863,000 ",T,0.04357,USD,2.828836364," 49,749,323 ",4/23/2008,no_in_code,5/13/2008,A,no_hedge_value,no_status,5%," 113,677.20 ",20,0,20,20,5%
PF00002310,DSK00002227,OFF00001001,A,5/2/2008," 270,402,000 ",T,0.04386,USD,2.75716," 270,165,605 ",5/2/2008,no_in_code,5/13/2008,A,no_hedge_value,no_status,5%," 236,394.90 ",11,0,11,11,5%
PF00002311,DSK00002228,OFF00001001,A,5/5/2008," 57,772,000 ",T,0.04386,USD,2.75716," 57,564,703 ",5/5/2008,no_in_code,6/4/2008,A,no_hedge_value,no_status,6%," 207,296.89 ",30,0,30,30,6%
PF00002312,DSK00002229,OFF00001001,A,5/5/2008," 322,784,000 ",T,0.04386,USD,2.75716," 322,300,549 ",5/5/2008,no_in_code,5/19/2008,A,no_hedge_value,no_status,5%," 483,450.82 ",14,0,14,14,5%
PF00002313,DSK00002229,OFF00001001,A,5/5/2008," 28,061,000 ",T,0.04386,USD,2.75716," 28,018,972 ",5/5/2008,no_in_code,5/19/2008,A,no_hedge_value,no_status,5%," 42,028.46 ",14,0,14,14,5%
PF00002314,DSK00002230,OFF00001001,A,5/5/2008," 276,034,000 ",T,0.04386,USD,2.75716," 275,008,295 ",5/5/2008,no_in_code,6/5/2008,A,no_hedge_value,no_status,6%," 1,025,704.55 ",31,0,31,31,6%
PF00002315,DSK00002231,OFF00001001,A,5/7/2008," 194,634,000 ",T,0.04386,USD,2.75716," 193,961,922 ",5/7/2008,no_in_code,6/9/2008,A,no_hedge_value,no_status,6%," 672,078.06 ",33,0,33,33,6%
PF00002318,DSK00002234,OFF00001001,A,5/9/2008," 67,386,000 ",T,0.04386,USD,2.75716," 67,267,236 ",5/9/2008,no_in_code,5/27/2008,A,no_hedge_value,no_status,5%," 118,764.04 ",18,0,18,18,5%
PF00002319,DSK00002235,OFF00001001,A,5/9/2008," 85,800,000 ",N,0.04386,GBP,5.398069546," 85,482,427 ",5/9/2008,no_in_code,6/6/2008,C,no_hedge_value,no_status,7%," 317,573.07 ",28,0,28,28,7%
PF00002321,DSK00002236,OFF00001001,A,5/9/2008," 32,120,000 ",T,0.04386,USD,2.75716," 31,996,547 ",5/9/2008,no_in_code,6/13/2008,A,no_hedge_value,no_status,6%," 123,453.34 ",35,0,35,35,6%
PF00002322,DSK00002237,OFF00001001,A,5/13/2008," 115,907,000 ",T,0.04386,USD,2.75716," 115,505,906 ",5/13/2008,no_in_code,6/11/2008,A,no_hedge_value,no_status,6%," 401,094.26 ",29,0,29,29,6%
PF00002323,DSK00002238,OFF00001001,A,5/13/2008," 22,671,000 ",T,0.04386,USD,2.75716," 22,589,652 ",5/13/2008,no_in_code,6/12/2008,A,no_hedge_value,no_status,6%," 81,347.85 ",30,0,30,30,6%
PF00002325,DSK00002240,OFF00001001,A,5/14/2008," 42,185,000 ",T,0.04386,USD,2.75716," 42,033,632 ",5/14/2008,no_in_code,6/13/2008,A,no_hedge_value,no_status,6%," 151,367.78 ",30,0,30,30,6%
PF00002334,DSK00002245,OFF00001001,A,5/15/2008," 361,262,000 ",T,0.04386,USD,2.75716," 360,903,903 ",5/15/2008,no_in_code,5/27/2008,A,no_hedge_value,no_status,5%," 358,096.87 ",12,0,12,12,5%
PF00002331,DSK00002243,OFF00001001,A,5/15/2008," 629,310,000 ",T,0.04386,USD,2.75716," 626,971,570 ",5/15/2008,no_in_code,6/17/2008,A,no_hedge_value,no_status,6%," 2,338,429.80 ",33,0,33,33,6%
PF00002336,DSK00002246,OFF00001001,A,5/15/2008," 44,165,000 ",T,0.04386,USD,2.75716," 44,006,869 ",5/15/2008,no_in_code,6/16/2008,A,no_hedge_value,no_status,6%," 158,131.35 ",32,0,32,32,6%
PF00002339,DSK00002249,OFF00001001,A,5/16/2008," 266,849,000 ",T,0.04386,USD,2.75716," 266,717,419 ",5/16/2008,no_in_code,5/23/2008,A,no_hedge_value,no_status,5%," 131,580.59 ",7,0,7,7,5%
PF00002338,DSK00002248,OFF00001001,A,5/15/2008," 304,502,000 ",T,0.04386,USD,2.75716," 303,564,996 ",5/15/2008,no_in_code,6/12/2008,A,no_hedge_value,no_status,6%," 937,003.95 ",28,0,28,28,6%
PF00002340,DSK00002250,OFF00001001,A,5/19/2008," 170,489,000 ",T,0.04386,USD,2.75716," 169,748,331 ",5/19/2008,no_in_code,6/24/2008,A,no_hedge_value,no_status,6%," 740,668.55 ",36,0,36,36,6%
PF00002341,DSK00002251,OFF00001001,A,5/19/2008," 674,674,000 ",T,0.04386,USD,2.75716," 671,828,805 ",5/19/2008,no_in_code,6/23/2008,A,no_hedge_value,no_status,6%," 2,845,194.99 ",35,0,35,35,6%
PF00002343,DSK00002253,OFF00001001,A,5/21/2008," 19,327,000 ",T,0.04386,USD,2.75716," 19,260,263 ",5/21/2008,no_in_code,6/19/2008,A,no_hedge_value,no_status,6%," 66,736.81 ",29,0,29,29,6%
PF00002346,DSK00002256,OFF00001001,A,5/23/2008," 406,516,000 ",T,0.04386,USD,2.75716," 406,049,044 ",5/23/2008,no_in_code,6/5/2008,A,no_hedge_value,no_status,6%," 466,956.40 ",13,0,13,13,6%
PF00002347,DSK00002257,OFF00001001,A,5/28/2008," 232,628,000 ",T,0.04386,USD,2.75716," 231,706,196 ",5/28/2008,no_in_code,6/30/2008,A,no_hedge_value,no_status,6%," 921,804.48 ",33,0,33,33,6%
PF00002348,DSK00002258,OFF00001001,A,5/28/2008," 23,584,000 ",T,0.04386,USD,2.75716," 23,499,558 ",5/28/2008,no_in_code,6/27/2008,A,no_hedge_value,no_status,6%," 84,441.75 ",30,0,30,30,6%
PF00002351,DSK00002261,OFF00001001,A,6/3/2008," 276,155,000 ",T,0.04464,USD,3.417560952," 275,006,086 ",6/3/2008,no_in_code,7/7/2008,A,no_hedge_value,no_status,6%," 1,148,914.31 ",34,0,34,34,6%
PF00002353,DSK00002263,OFF00001001,A,6/4/2008," 33,000,000 ",N,0.04464,GBP,6.379137143," 32,836,018 ",6/4/2008,no_in_code,7/7/2008,C,no_hedge_value,no_status,7%," 163,982.17 ",33,0,33,33,7%
PF00002354,DSK00002263,OFF00001001,A,6/4/2008," 248,347,000 ",T,0.04464,USD,3.417560952," 247,343,815 ",6/4/2008,no_in_code,7/7/2008,A,no_hedge_value,no_status,6%," 1,003,185.29 ",33,0,33,33,6%
PF00002356,DSK00002265,OFF00001001,A,6/5/2008," 194,601,000 ",T,0.04464,USD,3.417560952," 193,866,998 ",6/5/2008,no_in_code,7/8/2008,A,no_hedge_value,no_status,6%," 734,002.00 ",33,0,33,33,6%
PF00002357,DSK00002266,OFF00001001,A,6/5/2008," 333,773,000 ",T,0.04464,USD,3.417560952," 332,895,266 ",6/5/2008,no_in_code,6/30/2008,A,no_hedge_value,no_status,5%," 877,733.85 ",25,0,25,25,5%
PF00002358,DSK00002267,OFF00001001,A,6/6/2008," 61,116,000 ",T,0.04464,USD,3.417560952," 61,002,383 ",6/6/2008,no_in_code,6/25/2008,A,no_hedge_value,no_status,5%," 113,616.94 ",19,0,19,19,5%
PF00002359,DSK00002268,OFF00001001,A,6/9/2008," 115,940,000 ",T,0.04464,USD,3.417560952," 115,500,840 ",6/9/2008,no_in_code,7/10/2008,A,no_hedge_value,no_status,6%," 439,159.86 ",31,0,31,31,6%
PF00002360,DSK00002269,OFF00001001,A,6/10/2008," 21,659,000 ",T,0.04464,USD,3.417560952," 21,579,778 ",6/10/2008,no_in_code,7/10/2008,A,no_hedge_value,no_status,6%," 79,221.76 ",30,0,30,30,6%
PF00002362,DSK00002271,OFF00001001,A,6/11/2008," 80,245,000 ",T,0.04464,USD,3.417560952," 79,951,489 ",6/11/2008,no_in_code,7/11/2008,A,no_hedge_value,no_status,6%," 293,510.80 ",30,0,30,30,6%
PF00002363,DSK00002272,OFF00001001,A,6/12/2008," 271,315,000 ",T,0.04464,USD,3.417560952," 271,083,600 ",6/12/2008,no_in_code,6/20/2008,A,no_hedge_value,no_status,5%," 231,399.97 ",8,0,8,8,5%
PF00002364,DSK00002273,OFF00001001,A,6/12/2008," 121,044,000 ",T,0.04464,USD,3.417560952," 120,585,507 ",6/12/2008,no_in_code,7/15/2008,A,no_hedge_value,no_status,6%," 458,492.89 ",33,0,33,33,6%
PF00002365,DSK00002274,OFF00001001,A,6/12/2008," 44,187,000 ",T,0.04464,USD,3.417560952," 44,008,131 ",6/12/2008,no_in_code,7/17/2008,A,no_hedge_value,no_status,6%," 178,868.61 ",35,0,35,35,6%
PF00002366,DSK00002275,OFF00001001,A,6/12/2008," 160,127,000 ",T,0.04464,USD,3.417560952," 159,499,635 ",6/12/2008,no_in_code,7/16/2008,A,no_hedge_value,no_status,6%," 627,365.23 ",34,0,34,34,6%
PF00002368,DSK00002278,OFF00001001,A,6/13/2008," 410,080,000 ",T,0.04464,USD,3.417560952," 409,624,293 ",6/13/2008,no_in_code,6/26/2008,A,no_hedge_value,no_status,5%," 455,707.03 ",13,0,13,13,5%
PF00002372,DSK00002277,OFF00001001,A,6/13/2008," 461,648,000 ",T,0.04464,USD,3.417560952," 459,839,299 ",6/13/2008,no_in_code,7/17/2008,A,no_hedge_value,no_status,6%," 1,808,701.24 ",34,0,34,34,6%
PF00002373,DSK00002281,OFF00001001,A,6/16/2008," 235,400,000 ",T,0.04464,USD,3.417560952," 232,312,821 ",6/16/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,6%," 3,087,179.26 ",94,0,94,94,6%
PF00002379,DSK00002284,OFF00001001,A,6/20/2008," 234,322,000 ",T,0.04464,USD,3.417560952," 233,491,936 ",6/20/2008,no_in_code,7/21/2008,A,no_hedge_value,no_status,6%," 830,063.83 ",31,0,31,31,6%
PF00002380,DSK00002285,OFF00001001,A,6/20/2008," 235,400,000 ",T,0.04464,USD,3.417560952," 234,536,255 ",6/20/2008,no_in_code,7/21/2008,A,no_hedge_value,no_status,6%," 863,744.91 ",31,0,31,31,6%
PF00002377,DSK00002282,OFF00001001,A,6/16/2008," 88,000,000 ",T,0.04464,USD,3.417560952," 87,619,294 ",6/16/2008,no_in_code,7/21/2008,A,no_hedge_value,no_status,6%," 380,705.83 ",35,0,35,35,6%
PF00002382,DSK00002286,OFF00001001,A,6/23/2008," 61,171,000 ",T,0.04464,USD,3.417560952," 61,052,203 ",6/23/2008,no_in_code,7/10/2008,A,no_hedge_value,no_status,6%," 118,797.41 ",17,0,17,17,6%
PF00002386,DSK00002290,OFF00001001,A,6/26/2008," 279,070,000 ",T,0.04464,USD,3.417560952," 277,937,943 ",6/26/2008,no_in_code,7/31/2008,A,no_hedge_value,no_status,6%," 1,132,056.68 ",35,0,35,35,6%
PF00002387,DSK00002291,OFF00001001,A,6/26/2008," 343,761,000 ",T,0.04464,USD,3.417560952," 343,272,219 ",6/26/2008,no_in_code,7/11/2008,A,no_hedge_value,no_status,6%," 488,781.50 ",15,0,15,15,6%
PF00002388,DSK00002292,OFF00001001,A,6/30/2008," 58,773,000 ",T,0.04464,USD,3.417560952," 58,544,676 ",6/30/2008,no_in_code,8/1/2008,A,no_hedge_value,no_status,6%," 228,324.24 ",32,0,32,32,6%
PF00002389,DSK00002293,OFF00001001,A,7/3/2008," 263,351,000 ",T,0.04448,USD,3.28271913," 263,218,806 ",7/3/2008,no_in_code,7/11/2008,A,no_hedge_value,no_status,5%," 132,194.33 ",8,0,8,8,5%
PF00002390,DSK00002294,OFF00001001,A,7/3/2008," 276,078,000 ",T,0.04448,USD,3.28271913," 275,003,196 ",7/3/2008,no_in_code,8/6/2008,A,no_hedge_value,no_status,6%," 1,074,804.16 ",34,0,34,34,6%
PF00002392,DSK00002296,OFF00001001,A,7/3/2008," 55,000,000 ",N,0.04448,GBP,6.274185217," 54,733,635 ",7/3/2008,no_in_code,8/7/2008,C,no_hedge_value,no_status,7%," 266,365.36 ",35,0,35,35,7%
PF00002393,DSK00002296,OFF00001001,A,7/3/2008," 213,158,000 ",T,0.04448,USD,3.28271913," 212,296,959 ",7/3/2008,no_in_code,8/7/2008,A,no_hedge_value,no_status,6%," 861,041.08 ",35,0,35,35,6%
PF00002394,DSK00002297,OFF00001001,A,7/4/2008," 194,777,000 ",T,0.04448,USD,3.28271913," 193,990,208 ",7/4/2008,no_in_code,8/8/2008,A,no_hedge_value,no_status,6%," 786,791.95 ",35,0,35,35,6%
PF00002395,DSK00002298,OFF00001001,A,7/8/2008," 62,381,000 ",T,0.04448,USD,3.28271913," 62,259,076 ",7/8/2008,no_in_code,7/25/2008,A,no_hedge_value,no_status,6%," 121,924.02 ",17,0,17,17,6%
PF00002396,DSK00002299,OFF00001001,A,7/8/2008," 138,886,000 ",T,0.04448,USD,3.28271913," 138,288,938 ",7/8/2008,no_in_code,8/12/2008,A,no_hedge_value,no_status,6%," 597,062.49 ",35,0,35,35,6%
PF00002397,DSK00002300,OFF00001001,A,7/9/2008," 316,008,000 ",T,0.04448,USD,3.28271913," 314,649,501 ",7/9/2008,no_in_code,8/13/2008,A,no_hedge_value,no_status,6%," 1,358,499.22 ",35,0,35,35,6%
PF00002399,DSK00002302,OFF00001001,A,7/9/2008," 22,000,000 ",T,0.04448,USD,3.28271913," 21,702,763 ",7/9/2008,no_in_code,10/14/2008,A,no_hedge_value,no_status,6%," 297,237.42 ",97,0,97,97,6%
PF00002405,DSK00002309,OFF00001001,A,7/11/2008," 165,946,000 ",T,0.04448,USD,3.28271913," 165,296,522 ",7/11/2008,no_in_code,8/14/2008,A,no_hedge_value,no_status,6%," 649,477.59 ",34,0,34,34,6%
PF00002407,DSK00002311,OFF00001001,A,7/11/2008," 121,858,000 ",T,0.04448,USD,3.28271913," 121,317,765 ",7/11/2008,no_in_code,8/18/2008,A,no_hedge_value,no_status,6%," 540,234.75 ",38,0,38,38,6%
PF00002409,DSK00002312,OFF00001001,A,7/11/2008," 84,590,000 ",T,0.04448,USD,3.28271913," 83,502,381 ",7/11/2008,no_in_code,10/13/2008,A,no_hedge_value,no_status,6%," 1,087,618.52 ",94,0,94,94,6%
PF00002410,DSK00002313,OFF00001001,A,7/11/2008," 160,193,000 ",T,0.04448,USD,3.28271913," 159,503,612 ",7/11/2008,no_in_code,8/18/2008,A,no_hedge_value,no_status,6%," 689,387.90 ",38,0,38,38,6%
PF00002415,DSK00002317,OFF00001001,A,7/17/2008," 263,890,000 ",T,0.04448,USD,3.28271913," 263,654,176 ",7/17/2008,no_in_code,7/25/2008,A,no_hedge_value,no_status,6%," 235,824.01 ",8,0,8,8,6%
PF00002414,DSK00002316,OFF00001002,B,7/15/2008," 36,300,000 ",N,0.04448,GBP,6.274185217," 36,124,544 ",7/15/2008,no_in_code,8/18/2008,C,no_hedge_value,no_status,7%," 175,456.41 ",34,0,34,34,7%
PF00002416,DSK00002318,OFF00001001,A,7/17/2008," 374,550,000 ",T,0.04448,USD,3.28271913," 373,134,266 ",7/17/2008,no_in_code,8/19/2008,A,no_hedge_value,no_status,6%," 1,415,733.60 ",33,0,33,33,6%
PF00002418,DSK00002319,OFF00001001,A,7/17/2008," 353,331,000 ",T,0.04448,USD,3.28271913," 351,903,737 ",7/17/2008,no_in_code,8/21/2008,A,no_hedge_value,no_status,6%," 1,427,262.91 ",35,0,35,35,6%
