start_date,creation_date,sell_date,create-sell,start-create,start-sell
12/31/2008,12/31/2008,1/12/2009,12,0,12
1/2/2009,1/2/2009,1/5/2009,3,0,3
1/5/2009,1/5/2009,1/6/2009,1,0,1
1/5/2009,1/5/2009,2/3/2009,29,0,29
1/5/2009,1/5/2009,2/5/2009,31,0,31
1/5/2009,1/5/2009,2/4/2009,30,0,30
1/6/2009,1/6/2009,1/15/2009,9,0,9
1/6/2009,1/6/2009,2/9/2009,34,0,34
1/7/2009,1/7/2009,2/6/2009,30,0,30
1/7/2009,1/7/2009,2/6/2009,30,0,30
1/7/2009,1/7/2009,2/6/2009,30,0,30
1/7/2009,1/7/2009,2/9/2009,33,0,33
1/7/2009,1/7/2009,1/8/2009,1,0,1
1/8/2009,1/8/2009,1/9/2009,1,0,1
1/9/2009,1/9/2009,1/29/2009,20,0,20
1/9/2009,1/9/2009,1/12/2009,3,0,3
1/12/2009,1/12/2009,1/19/2009,7,0,7
1/12/2009,1/12/2009,1/13/2009,1,0,1
1/12/2009,1/12/2009,2/11/2009,30,0,30
1/12/2009,1/12/2009,2/11/2009,30,0,30
1/12/2009,1/12/2009,2/12/2009,31,0,31
1/13/2009,1/13/2009,1/13/2009,0,0,0
1/13/2009,1/13/2009,2/4/2009,22,0,22
1/13/2009,1/13/2009,2/12/2009,30,0,30
1/13/2009,1/13/2009,1/14/2009,1,0,1
1/13/2009,1/13/2009,2/12/2009,30,0,30
1/13/2009,1/13/2009,1/23/2009,10,0,10
1/13/2009,1/13/2009,1/23/2009,10,0,10
1/13/2009,1/13/2009,1/23/2009,10,0,10
1/14/2009,1/14/2009,2/12/2009,29,0,29
1/14/2009,1/14/2009,1/15/2009,1,0,1
1/15/2009,1/15/2009,2/17/2009,33,0,33
1/15/2009,1/15/2009,2/18/2009,34,0,34
1/15/2009,1/15/2009,1/21/2009,6,0,6
1/15/2009,1/15/2009,1/16/2009,1,0,1
1/16/2009,1/16/2009,1/20/2009,4,0,4
1/16/2009,1/16/2009,2/18/2009,33,0,33
1/16/2009,1/16/2009,1/22/2009,6,0,6
1/16/2009,1/16/2009,2/18/2009,33,0,33
1/16/2009,1/16/2009,1/19/2009,3,0,3
1/16/2009,1/16/2009,3/9/2009,52,0,52
1/16/2009,1/16/2009,1/19/2009,3,0,3
1/16/2009,1/16/2009,2/11/2009,26,0,26
1/16/2009,1/16/2009,1/19/2009,3,0,3
1/16/2009,1/16/2009,2/11/2009,26,0,26
1/16/2009,1/16/2009,3/13/2009,56,0,56
1/19/2009,1/19/2009,2/19/2009,31,0,31
1/19/2009,1/19/2009,1/26/2009,7,0,7
1/20/2009,1/20/2009,1/21/2009,1,0,1
1/21/2009,1/21/2009,1/22/2009,1,0,1
1/21/2009,1/21/2009,2/19/2009,29,0,29
1/21/2009,1/21/2009,2/23/2009,33,0,33
1/21/2009,1/21/2009,2/5/2009,15,0,15
1/21/2009,1/21/2009,2/5/2009,15,0,15
1/22/2009,1/22/2009,2/20/2009,29,0,29
1/22/2009,1/22/2009,2/10/2009,19,0,19
1/23/2009,1/23/2009,1/29/2009,6,0,6
1/23/2009,1/23/2009,2/23/2009,31,0,31
1/23/2009,1/23/2009,2/23/2009,31,0,31
1/23/2009,1/23/2009,2/23/2009,31,0,31
1/23/2009,1/23/2009,2/2/2009,10,0,10
1/23/2009,1/23/2009,2/23/2009,31,0,31
1/28/2009,1/28/2009,1/29/2009,1,0,1
1/28/2009,1/28/2009,2/27/2009,30,0,30
1/30/2009,1/30/2009,2/2/2009,3,0,3
1/30/2009,1/30/2009,2/5/2009,6,0,6
1/30/2009,1/30/2009,3/4/2009,33,0,33
2/2/2009,2/2/2009,2/3/2009,1,0,1
2/2/2009,2/2/2009,2/9/2009,7,0,7
2/2/2009,2/2/2009,2/9/2009,7,0,7
2/3/2009,2/3/2009,2/4/2009,1,0,1
2/3/2009,2/3/2009,2/17/2009,14,0,14
2/3/2009,2/3/2009,2/23/2009,20,0,20
2/3/2009,2/3/2009,2/5/2009,2,0,2
2/3/2009,2/3/2009,2/23/2009,20,0,20
2/4/2009,2/4/2009,2/5/2009,1,0,1
2/5/2009,2/5/2009,3/6/2009,29,0,29
2/5/2009,2/5/2009,3/6/2009,29,0,29
2/5/2009,2/5/2009,3/9/2009,32,0,32
2/6/2009,2/6/2009,2/16/2009,10,0,10
2/6/2009,2/6/2009,2/25/2009,19,0,19
2/6/2009,2/6/2009,3/10/2009,32,0,32
2/6/2009,2/6/2009,3/10/2009,32,0,32
2/9/2009,2/9/2009,2/10/2009,1,0,1
2/9/2009,2/9/2009,3/11/2009,30,0,30
2/9/2009,2/9/2009,3/10/2009,29,0,29
2/9/2009,2/9/2009,3/10/2009,29,0,29
2/10/2009,2/10/2009,2/11/2009,1,0,1
2/10/2009,2/10/2009,3/12/2009,30,0,30
2/10/2009,2/10/2009,3/12/2009,30,0,30
2/10/2009,2/10/2009,3/12/2009,30,0,30
2/10/2009,2/10/2009,4/9/2009,58,0,58
2/10/2009,2/10/2009,4/9/2009,58,0,58
2/10/2009,2/10/2009,3/10/2009,28,0,28
2/11/2009,2/11/2009,2/12/2009,1,0,1
2/12/2009,2/12/2009,4/9/2009,56,0,56
2/12/2009,2/12/2009,3/12/2009,28,0,28
2/12/2009,2/12/2009,3/16/2009,32,0,32
2/12/2009,2/12/2009,2/23/2009,11,0,11
2/12/2009,2/12/2009,2/23/2009,11,0,11
2/12/2009,2/12/2009,2/20/2009,8,0,8
2/13/2009,2/13/2009,3/17/2009,32,0,32
2/13/2009,2/13/2009,2/16/2009,3,0,3
2/13/2009,2/13/2009,2/17/2009,4,0,4
2/13/2009,2/13/2009,4/6/2009,52,0,52
2/16/2009,2/16/2009,2/25/2009,9,0,9
2/16/2009,2/16/2009,2/17/2009,1,0,1
2/16/2009,2/16/2009,2/17/2009,1,0,1
2/16/2009,2/16/2009,3/3/2009,15,0,15
2/17/2009,2/17/2009,3/19/2009,30,0,30
2/18/2009,2/18/2009,2/19/2009,1,0,1
2/18/2009,2/18/2009,2/26/2009,8,0,8
2/18/2009,2/18/2009,2/26/2009,8,0,8
2/18/2009,2/18/2009,2/26/2009,8,0,8
2/18/2009,2/18/2009,4/22/2009,63,0,63
2/19/2009,2/19/2009,3/23/2009,32,0,32
2/19/2009,2/19/2009,2/26/2009,7,0,7
2/19/2009,2/19/2009,4/20/2009,60,0,60
2/20/2009,2/20/2009,2/23/2009,3,0,3
2/20/2009,2/20/2009,3/24/2009,32,0,32
2/23/2009,2/23/2009,3/12/2009,17,0,17
2/23/2009,2/23/2009,2/24/2009,1,0,1
2/23/2009,2/23/2009,3/9/2009,14,0,14
2/23/2009,2/23/2009,3/10/2009,15,0,15
2/23/2009,2/23/2009,3/9/2009,14,0,14
2/23/2009,2/23/2009,3/9/2009,14,0,14
2/23/2009,2/23/2009,3/9/2009,14,0,14
2/24/2009,2/24/2009,2/25/2009,1,0,1
2/24/2009,2/24/2009,4/27/2009,62,0,62
2/25/2009,2/25/2009,2/26/2009,1,0,1
2/25/2009,2/25/2009,3/31/2009,34,0,34
2/25/2009,2/25/2009,3/30/2009,33,0,33
2/25/2009,2/25/2009,4/2/2009,36,0,36
2/25/2009,2/25/2009,4/27/2009,61,0,61
2/25/2009,2/25/2009,3/5/2009,8,0,8
2/25/2009,2/25/2009,4/27/2009,61,0,61
2/26/2009,2/26/2009,3/9/2009,11,0,11
2/26/2009,2/26/2009,3/9/2009,11,0,11
2/26/2009,2/26/2009,5/27/2009,90,0,90
2/26/2009,2/26/2009,3/6/2009,8,0,8
2/26/2009,2/26/2009,3/6/2009,8,0,8
3/2/2009,3/2/2009,3/3/2009,1,0,1
3/2/2009,3/2/2009,4/3/2009,32,0,32
3/2/2009,3/2/2009,6/4/2009,94,0,94
3/3/2009,3/3/2009,4/1/2009,29,0,29
3/3/2009,3/3/2009,4/3/2009,31,0,31
3/3/2009,3/3/2009,6/1/2009,90,0,90
3/4/2009,3/4/2009,3/5/2009,1,0,1
3/5/2009,3/5/2009,3/6/2009,1,0,1
3/5/2009,3/5/2009,4/7/2009,33,0,33
3/6/2009,3/6/2009,4/8/2009,33,0,33
3/6/2009,3/6/2009,3/13/2009,7,0,7
3/6/2009,3/6/2009,3/9/2009,3,0,3
3/6/2009,3/6/2009,3/23/2009,17,0,17
3/6/2009,3/6/2009,5/11/2009,66,0,66
3/6/2009,3/6/2009,5/8/2009,63,0,63
3/6/2009,3/6/2009,6/9/2009,95,0,95
3/6/2009,3/6/2009,6/12/2009,98,0,98
3/9/2009,3/9/2009,3/10/2009,1,0,1
3/9/2009,3/9/2009,3/25/2009,16,0,16
3/9/2009,3/9/2009,3/13/2009,4,0,4
3/9/2009,3/9/2009,4/14/2009,36,0,36
3/10/2009,3/10/2009,3/11/2009,1,0,1
3/10/2009,3/10/2009,4/14/2009,35,0,35
3/11/2009,3/11/2009,6/12/2009,93,0,93
3/11/2009,3/11/2009,6/12/2009,93,0,93
3/11/2009,3/11/2009,3/12/2009,1,0,1
3/12/2009,3/12/2009,5/12/2009,61,0,61
3/12/2009,3/12/2009,4/20/2009,39,0,39
3/13/2009,3/13/2009,3/20/2009,7,0,7
3/13/2009,3/13/2009,3/16/2009,3,0,3
3/13/2009,3/13/2009,4/17/2009,35,0,35
3/16/2009,3/16/2009,6/18/2009,94,0,94
3/16/2009,3/16/2009,4/16/2009,31,0,31
3/16/2009,3/16/2009,3/17/2009,1,0,1
3/16/2009,3/16/2009,3/26/2009,10,0,10
3/17/2009,3/17/2009,3/18/2009,1,0,1
3/18/2009,3/18/2009,3/19/2009,1,0,1
3/18/2009,3/18/2009,4/1/2009,14,0,14
3/18/2009,3/18/2009,6/16/2009,90,0,90
3/18/2009,3/18/2009,4/20/2009,33,0,33
3/19/2009,3/19/2009,3/27/2009,8,0,8
3/19/2009,3/19/2009,3/27/2009,8,0,8
3/20/2009,3/20/2009,3/23/2009,3,0,3
3/23/2009,3/23/2009,4/21/2009,29,0,29
3/23/2009,3/23/2009,4/21/2009,29,0,29
3/23/2009,3/23/2009,3/24/2009,1,0,1
3/23/2009,3/23/2009,3/27/2009,4,0,4
3/23/2009,3/23/2009,5/22/2009,60,0,60
3/23/2009,3/23/2009,3/30/2009,7,0,7
3/23/2009,3/23/2009,3/30/2009,7,0,7
3/23/2009,3/23/2009,4/23/2009,31,0,31
3/24/2009,3/24/2009,3/25/2009,1,0,1
3/24/2009,3/24/2009,4/7/2009,14,0,14
3/25/2009,3/25/2009,3/26/2009,1,0,1
3/25/2009,3/25/2009,5/22/2009,58,0,58
3/26/2009,3/26/2009,3/27/2009,1,0,1
3/26/2009,3/26/2009,3/31/2009,5,0,5
3/26/2009,3/26/2009,4/28/2009,33,0,33
3/26/2009,3/26/2009,4/29/2009,34,0,34
3/30/2009,3/30/2009,3/31/2009,1,0,1
3/27/2009,3/27/2009,4/28/2009,32,0,32
3/27/2009,3/27/2009,3/30/2009,3,0,3
3/27/2009,3/27/2009,4/3/2009,7,0,7
3/30/2009,3/30/2009,4/6/2009,7,0,7
3/30/2009,3/30/2009,4/29/2009,30,0,30
3/31/2009,3/31/2009,5/6/2009,36,0,36
3/30/2009,3/30/2009,4/29/2009,30,0,30
3/31/2009,3/31/2009,4/1/2009,1,0,1
3/31/2009,3/31/2009,5/6/2009,36,0,36
3/31/2009,3/31/2009,5/6/2009,36,0,36
4/1/2009,4/1/2009,4/2/2009,1,0,1
4/2/2009,4/2/2009,4/8/2009,6,0,6
4/3/2009,4/3/2009,4/14/2009,11,0,11
4/3/2009,4/3/2009,5/6/2009,33,0,33
4/3/2009,4/3/2009,4/6/2009,3,0,3
4/3/2009,4/3/2009,4/14/2009,11,0,11
4/3/2009,4/3/2009,5/11/2009,38,0,38
4/6/2009,4/6/2009,6/9/2009,64,0,64
4/6/2009,4/6/2009,4/7/2009,1,0,1
4/6/2009,4/6/2009,5/12/2009,36,0,36
4/7/2009,4/7/2009,4/8/2009,1,0,1
4/7/2009,4/7/2009,7/7/2009,91,0,91
4/7/2009,4/7/2009,4/15/2009,8,0,8
4/9/2009,4/9/2009,4/14/2009,5,0,5
4/9/2009,4/9/2009,4/15/2009,6,0,6
4/22/2009,4/22/2009,6/9/2009,48,0,48
4/9/2009,4/9/2009,5/18/2009,39,0,39
4/9/2009,4/9/2009,5/15/2009,36,0,36
4/9/2009,4/9/2009,4/27/2009,18,0,18
4/9/2009,4/9/2009,4/17/2009,8,0,8
4/9/2009,4/9/2009,7/9/2009,91,0,91
4/10/2009,4/10/2009,5/15/2009,35,0,35
4/14/2009,4/14/2009,4/15/2009,1,0,1
4/15/2009,4/15/2009,5/18/2009,33,0,33
4/22/2009,4/22/2009,5/15/2009,23,0,23
4/22/2009,4/22/2009,6/15/2009,54,0,54
4/15/2009,4/15/2009,7/16/2009,92,0,92
4/16/2009,4/16/2009,4/17/2009,1,0,1
4/16/2009,4/16/2009,5/15/2009,29,0,29
4/17/2009,4/17/2009,4/24/2009,7,0,7
4/17/2009,4/17/2009,5/20/2009,33,0,33
4/17/2009,4/17/2009,5/20/2009,33,0,33
4/17/2009,4/17/2009,5/20/2009,33,0,33
4/20/2009,4/20/2009,7/20/2009,91,0,91
4/20/2009,4/20/2009,4/21/2009,1,0,1
4/20/2009,4/20/2009,4/27/2009,7,0,7
4/21/2009,4/21/2009,4/28/2009,7,0,7
4/21/2009,4/21/2009,4/22/2009,1,0,1
4/22/2009,4/22/2009,7/22/2009,91,0,91
4/22/2009,4/22/2009,4/28/2009,6,0,6
4/22/2009,4/22/2009,4/23/2009,1,0,1
4/22/2009,4/22/2009,5/11/2009,19,0,19
4/22/2009,4/22/2009,6/12/2009,51,0,51
4/22/2009,4/22/2009,5/11/2009,19,0,19
4/22/2009,4/22/2009,5/12/2009,20,0,20
4/22/2009,4/22/2009,5/11/2009,19,0,19
4/22/2009,4/22/2009,5/27/2009,35,0,35
4/22/2009,4/22/2009,5/11/2009,19,0,19
4/22/2009,4/22/2009,5/11/2009,19,0,19
4/22/2009,4/22/2009,5/11/2009,19,0,19
4/22/2009,4/22/2009,5/11/2009,19,0,19
4/22/2009,4/22/2009,5/20/2009,28,0,28
4/23/2009,4/23/2009,5/22/2009,29,0,29
4/23/2009,4/23/2009,5/22/2009,29,0,29
4/23/2009,4/23/2009,5/26/2009,33,0,33
4/23/2009,4/23/2009,4/24/2009,1,0,1
4/23/2009,4/23/2009,5/26/2009,33,0,33
4/23/2009,4/24/2009,5/5/2009,11,1,12
4/24/2009,4/24/2009,4/27/2009,3,0,3
4/24/2009,4/24/2009,5/5/2009,11,0,11
4/27/2009,4/27/2009,4/28/2009,1,0,1
4/27/2009,4/27/2009,5/29/2009,32,0,32
4/27/2009,4/27/2009,5/27/2009,30,0,30
4/27/2009,4/27/2009,5/11/2009,14,0,14
4/28/2009,4/28/2009,4/29/2009,1,0,1
4/28/2009,4/28/2009,6/24/2009,57,0,57
4/28/2009,4/28/2009,5/28/2009,30,0,30
4/28/2009,4/28/2009,5/4/2009,6,0,6
4/29/2009,4/29/2009,5/29/2009,30,0,30
4/29/2009,4/29/2009,5/29/2009,30,0,30
4/29/2009,4/29/2009,5/7/2009,8,0,8
4/29/2009,4/29/2009,5/29/2009,30,0,30
5/6/2009,5/6/2009,5/11/2009,5,0,5
5/4/2009,5/4/2009,5/5/2009,1,0,1
5/5/2009,5/5/2009,6/5/2009,31,0,31
5/5/2009,5/5/2009,5/11/2009,6,0,6
5/5/2009,5/5/2009,6/4/2009,30,0,30
5/6/2009,5/6/2009,6/4/2009,29,0,29
5/5/2009,5/5/2009,5/11/2009,6,0,6
5/6/2009,5/6/2009,5/7/2009,1,0,1
5/6/2009,5/6/2009,6/5/2009,30,0,30
5/6/2009,5/6/2009,6/5/2009,30,0,30
5/6/2009,5/6/2009,6/8/2009,33,0,33
5/6/2009,5/6/2009,6/5/2009,30,0,30
5/6/2009,5/6/2009,5/29/2009,23,0,23
5/6/2009,5/6/2009,5/11/2009,5,0,5
5/6/2009,5/6/2009,6/1/2009,26,0,26
5/6/2009,5/6/2009,5/11/2009,5,0,5
5/6/2009,5/6/2009,5/11/2009,5,0,5
5/6/2009,5/6/2009,6/4/2009,29,0,29
5/14/2009,5/14/2009,6/17/2009,34,0,34
5/7/2009,5/7/2009,5/21/2009,14,0,14
5/7/2009,5/7/2009,7/7/2009,61,0,61
5/7/2009,5/7/2009,5/18/2009,11,0,11
5/7/2009,5/7/2009,7/8/2009,62,0,62
5/7/2009,5/7/2009,5/26/2009,19,0,19
5/11/2009,5/11/2009,5/18/2009,7,0,7
5/11/2009,5/11/2009,5/15/2009,4,0,4
5/11/2009,5/11/2009,7/10/2009,60,0,60
5/12/2009,5/12/2009,6/12/2009,31,0,31
5/14/2009,5/14/2009,6/11/2009,28,0,28
5/12/2009,5/12/2009,7/15/2009,64,0,64
5/13/2009,5/13/2009,5/14/2009,1,0,1
5/13/2009,5/13/2009,6/15/2009,33,0,33
5/14/2009,5/14/2009,5/15/2009,1,0,1
5/14/2009,5/14/2009,6/12/2009,29,0,29
5/14/2009,5/14/2009,6/16/2009,33,0,33
5/15/2009,5/15/2009,6/12/2009,28,0,28
5/15/2009,5/15/2009,5/15/2009,0,0,0
5/15/2009,5/15/2009,5/18/2009,3,0,3
5/15/2009,5/15/2009,5/20/2009,5,0,5
5/18/2009,5/18/2009,7/15/2009,58,0,58
5/18/2009,5/18/2009,5/19/2009,1,0,1
5/19/2009,5/19/2009,5/20/2009,1,0,1
5/20/2009,5/20/2009,5/22/2009,2,0,2
5/20/2009,5/20/2009,6/23/2009,34,0,34
5/26/2009,5/26/2009,6/26/2009,31,0,31
5/22/2009,5/22/2009,6/2/2009,11,0,11
5/26/2009,5/26/2009,5/29/2009,3,0,3
5/26/2009,5/26/2009,5/29/2009,3,0,3
5/27/2009,5/27/2009,5/29/2009,2,0,2
5/27/2009,5/27/2009,6/12/2009,16,0,16
5/27/2009,5/27/2009,5/28/2009,1,0,1
5/27/2009,5/27/2009,6/26/2009,30,0,30
5/27/2009,5/27/2009,8/27/2009,92,0,92
5/27/2009,5/27/2009,6/30/2009,34,0,34
5/27/2009,5/27/2009,6/30/2009,34,0,34
5/27/2009,5/27/2009,6/30/2009,34,0,34
5/28/2009,5/28/2009,5/29/2009,1,0,1
5/28/2009,5/28/2009,6/29/2009,32,0,32
5/29/2009,5/29/2009,7/2/2009,34,0,34
5/29/2009,5/29/2009,6/12/2009,14,0,14
5/29/2009,5/29/2009,6/2/2009,4,0,4
5/29/2009,5/29/2009,7/1/2009,33,0,33
6/2/2009,6/2/2009,6/3/2009,1,0,1
6/2/2009,6/2/2009,6/3/2009,1,0,1
6/2/2009,6/2/2009,7/15/2009,43,0,43
6/3/2009,6/3/2009,6/4/2009,1,0,1
6/3/2009,6/3/2009,7/2/2009,29,0,29
6/3/2009,6/3/2009,8/4/2009,62,0,62
6/3/2009,6/3/2009,7/7/2009,34,0,34
6/4/2009,6/4/2009,6/5/2009,1,0,1
6/4/2009,6/4/2009,6/15/2009,11,0,11
6/4/2009,6/4/2009,7/6/2009,32,0,32
6/4/2009,6/4/2009,8/6/2009,63,0,63
6/5/2009,6/5/2009,6/12/2009,7,0,7
6/5/2009,6/5/2009,7/8/2009,33,0,33
6/5/2009,6/5/2009,7/8/2009,33,0,33
6/5/2009,6/5/2009,7/6/2009,31,0,31
6/5/2009,6/5/2009,7/8/2009,33,0,33
6/8/2009,6/8/2009,6/9/2009,1,0,1
6/8/2009,6/8/2009,6/25/2009,17,0,17
6/9/2009,6/9/2009,8/11/2009,63,0,63
6/16/2009,6/16/2009,6/17/2009,1,0,1
6/9/2009,6/9/2009,7/9/2009,30,0,30
6/9/2009,6/9/2009,6/10/2009,1,0,1
6/10/2009,6/10/2009,6/11/2009,1,0,1
6/10/2009,6/10/2009,7/13/2009,33,0,33
6/10/2009,6/10/2009,7/10/2009,30,0,30
6/10/2009,6/10/2009,6/29/2009,19,0,19
6/10/2009,6/10/2009,7/16/2009,36,0,36
6/11/2009,6/11/2009,6/22/2009,11,0,11
6/11/2009,6/11/2009,7/13/2009,32,0,32
6/11/2009,6/11/2009,7/10/2009,29,0,29
6/11/2009,6/11/2009,7/13/2009,32,0,32
6/11/2009,6/11/2009,8/14/2009,64,0,64
6/11/2009,6/11/2009,6/29/2009,18,0,18
6/11/2009,6/11/2009,7/14/2009,33,0,33
6/11/2009,6/11/2009,7/13/2009,32,0,32
6/11/2009,6/11/2009,6/19/2009,8,0,8
6/12/2009,6/12/2009,7/17/2009,35,0,35
6/15/2009,6/15/2009,7/16/2009,31,0,31
6/15/2009,6/15/2009,6/19/2009,4,0,4
6/15/2009,6/15/2009,6/16/2009,1,0,1
6/15/2009,6/15/2009,6/19/2009,4,0,4
6/16/2009,6/16/2009,8/17/2009,62,0,62
6/16/2009,6/16/2009,6/17/2009,1,0,1
6/16/2009,6/16/2009,7/6/2009,20,0,20
6/17/2009,6/17/2009,8/18/2009,62,0,62
6/18/2009,6/18/2009,6/29/2009,11,0,11
6/18/2009,6/18/2009,6/26/2009,8,0,8
6/22/2009,6/22/2009,6/23/2009,1,0,1
6/22/2009,6/22/2009,6/25/2009,3,0,3
6/23/2009,6/23/2009,7/24/2009,31,0,31
6/23/2009,6/23/2009,6/24/2009,1,0,1
6/25/2009,6/25/2009,7/27/2009,32,0,32
6/25/2009,6/25/2009,7/30/2009,35,0,35
6/25/2009,6/25/2009,7/30/2009,35,0,35
6/25/2009,6/25/2009,7/6/2009,11,0,11
6/26/2009,6/26/2009,8/26/2009,61,0,61
6/26/2009,6/26/2009,8/26/2009,61,0,61
6/26/2009,6/26/2009,7/6/2009,10,0,10
6/26/2009,6/26/2009,7/31/2009,35,0,35
6/26/2009,6/26/2009,7/31/2009,35,0,35
6/29/2009,6/29/2009,7/13/2009,14,0,14
6/29/2009,6/29/2009,7/29/2009,30,0,30
6/29/2009,6/29/2009,7/29/2009,30,0,30
6/29/2009,6/29/2009,6/30/2009,1,0,1
6/30/2009,6/30/2009,8/28/2009,59,0,59
6/30/2009,6/30/2009,7/1/2009,1,0,1
7/1/2009,7/1/2009,7/31/2009,30,0,30
7/1/2009,7/1/2009,8/3/2009,33,0,33
7/1/2009,7/1/2009,7/2/2009,1,0,1
7/2/2009,7/2/2009,8/3/2009,32,0,32
7/2/2009,7/2/2009,7/3/2009,1,0,1
7/3/2009,7/3/2009,8/3/2009,31,0,31
7/3/2009,7/3/2009,8/7/2009,35,0,35
7/3/2009,7/3/2009,7/6/2009,3,0,3
7/3/2009,7/3/2009,7/6/2009,3,0,3
7/3/2009,7/3/2009,8/26/2009,54,0,54
7/6/2009,7/6/2009,7/10/2009,4,0,4
7/6/2009,7/6/2009,9/8/2009,64,0,64
7/6/2009,7/6/2009,8/6/2009,31,0,31
7/6/2009,7/6/2009,9/9/2009,65,0,65
7/6/2009,7/6/2009,8/6/2009,31,0,31
7/6/2009,7/6/2009,8/10/2009,35,0,35
7/6/2009,7/6/2009,8/10/2009,35,0,35
7/6/2009,7/6/2009,8/10/2009,35,0,35
7/6/2009,7/6/2009,8/10/2009,35,0,35
7/7/2009,7/7/2009,9/9/2009,64,0,64
7/7/2009,7/7/2009,9/8/2009,63,0,63
7/7/2009,7/7/2009,7/8/2009,1,0,1
7/8/2009,7/8/2009,9/8/2009,62,0,62
7/8/2009,7/8/2009,7/9/2009,1,0,1
7/8/2009,7/8/2009,7/27/2009,19,0,19
7/9/2009,7/9/2009,8/10/2009,32,0,32
7/9/2009,7/9/2009,8/12/2009,34,0,34
7/9/2009,7/9/2009,7/10/2009,1,0,1
7/10/2009,7/10/2009,8/10/2009,31,0,31
7/10/2009,7/10/2009,7/13/2009,3,0,3
7/10/2009,7/10/2009,10/9/2009,91,0,91
7/10/2009,7/10/2009,8/10/2009,31,0,31
7/10/2009,7/10/2009,10/8/2009,90,0,90
7/10/2009,7/10/2009,7/17/2009,7,0,7
7/10/2009,7/10/2009,7/15/2009,5,0,5
7/13/2009,7/13/2009,8/14/2009,32,0,32
7/13/2009,7/13/2009,8/11/2009,29,0,29
7/13/2009,7/13/2009,10/13/2009,92,0,92
7/13/2009,7/13/2009,10/8/2009,87,0,87
7/15/2009,7/15/2009,7/20/2009,5,0,5
7/15/2009,7/15/2009,7/16/2009,1,0,1
7/16/2009,7/16/2009,10/14/2009,90,0,90
7/16/2009,7/16/2009,8/17/2009,32,0,32
7/16/2009,7/16/2009,8/14/2009,29,0,29
7/16/2009,7/16/2009,7/17/2009,1,0,1
7/17/2009,7/17/2009,8/17/2009,31,0,31
7/17/2009,7/17/2009,8/18/2009,32,0,32
7/17/2009,7/17/2009,8/18/2009,32,0,32
7/17/2009,7/17/2009,7/20/2009,3,0,3
7/17/2009,7/17/2009,8/27/2009,41,0,41
7/20/2009,7/20/2009,8/19/2009,30,0,30
7/20/2009,7/20/2009,8/20/2009,31,0,31
7/20/2009,7/20/2009,8/19/2009,30,0,30
7/20/2009,7/20/2009,7/21/2009,1,0,1
7/21/2009,7/21/2009,7/22/2009,1,0,1
7/22/2009,7/22/2009,7/23/2009,1,0,1
7/22/2009,7/22/2009,8/24/2009,33,0,33
7/22/2009,7/22/2009,8/24/2009,33,0,33
7/23/2009,7/23/2009,8/10/2009,18,0,18
7/24/2009,7/24/2009,7/31/2009,7,0,7
7/24/2009,7/24/2009,7/31/2009,7,0,7
7/24/2009,7/24/2009,8/24/2009,31,0,31
7/24/2009,7/24/2009,8/6/2009,13,0,13
7/24/2009,7/24/2009,7/27/2009,3,0,3
7/24/2009,7/24/2009,8/3/2009,10,0,10
7/24/2009,7/24/2009,7/27/2009,3,0,3
7/27/2009,7/27/2009,8/19/2009,23,0,23
7/27/2009,7/27/2009,10/26/2009,91,0,91
7/28/2009,7/28/2009,8/28/2009,31,0,31
7/28/2009,7/28/2009,8/28/2009,31,0,31
7/29/2009,7/29/2009,9/1/2009,34,0,34
7/29/2009,7/29/2009,8/18/2009,20,0,20
7/29/2009,7/29/2009,7/30/2009,1,0,1
7/29/2009,7/29/2009,8/28/2009,30,0,30
7/29/2009,7/29/2009,8/28/2009,30,0,30
7/30/2009,7/30/2009,7/31/2009,1,0,1
7/30/2009,7/30/2009,8/14/2009,15,0,15
7/30/2009,7/30/2009,9/2/2009,34,0,34
8/3/2009,8/3/2009,9/1/2009,29,0,29
7/31/2009,7/31/2009,8/7/2009,7,0,7
8/3/2009,8/3/2009,9/2/2009,30,0,30
8/3/2009,8/3/2009,9/3/2009,31,0,31
8/4/2009,8/4/2009,10/5/2009,62,0,62
8/4/2009,8/4/2009,8/5/2009,1,0,1
8/5/2009,8/5/2009,9/7/2009,33,0,33
8/5/2009,8/5/2009,8/6/2009,1,0,1
8/5/2009,8/5/2009,8/17/2009,12,0,12
8/5/2009,8/5/2009,8/17/2009,12,0,12
8/6/2009,8/6/2009,9/4/2009,29,0,29
8/6/2009,8/6/2009,9/8/2009,33,0,33
8/6/2009,8/6/2009,8/7/2009,1,0,1
8/6/2009,8/6/2009,8/14/2009,8,0,8
8/7/2009,8/7/2009,8/10/2009,3,0,3
8/7/2009,8/7/2009,8/17/2009,10,0,10
8/10/2009,8/10/2009,10/13/2009,64,0,64
8/10/2009,8/10/2009,8/17/2009,7,0,7
8/10/2009,8/10/2009,9/8/2009,29,0,29
8/10/2009,8/10/2009,9/10/2009,31,0,31
8/10/2009,8/10/2009,8/11/2009,1,0,1
8/10/2009,8/10/2009,9/14/2009,35,0,35
8/10/2009,8/10/2009,10/13/2009,64,0,64
8/12/2009,8/11/2009,9/11/2009,31,-1,30
8/11/2009,8/11/2009,8/12/2009,1,0,1
8/12/2009,8/12/2009,9/16/2009,35,0,35
8/13/2009,8/13/2009,10/13/2009,61,0,61
8/13/2009,8/13/2009,8/24/2009,11,0,11
